,NAME,LATITUDE,LONGITUDE,ST_NUM,ST_NAME,ST_NAME_SUF,ZIPCODE,CATEGORY
501303000.0,COMMUNITY CHURCH OF BOSTON,770683.0,2953086.0,565 ,BOYLSTON,ST ,2116.0,Food access
501304000.0,RAJ & RAJ LLC,770660.0,2953080.0,569 ,BOYLSTON,ST ,2116.0,Food access
501305000.0,ABBEY BOYLSTON LLC,770627.0,2953066.0,573  575,BOYLSTON,ST ,2116.0,Commercial
501306000.0,ABRAHAM-COPLEY SQ,770582.0,2953050.0,581 ,BOYLSTON,ST ,2116.0,Commercial
501308000.0,BROMLEY PAUL TRSTS,770456.0,2953002.0,601 ,BOYLSTON,ST ,2116.0,Commercial
501314000.0,ORIKA 138 LLC,770525.0,2953165.0,138 ,NEWBURY,ST ,2116.0,Commercial
501315000.0,MODERN SCHOOL OF FASHION,770548.0,2953173.0,136 ,NEWBURY,ST ,2116.0,Education
501316000.0,BEL AIR PROPERTIES INC,770572.0,2953181.0,134 ,NEWBURY,ST ,2116.0,Commercial
501317000.0,ONE32 S LLC MASS LLC,770594.0,2953191.0,132 ,NEWBURY,ST ,2116.0,Commercial
501320000.0,UMNV 126 NEWBURY LLC,770696.0,2953228.0,126  120,NEWBURY,ST ,2116.0,Commercial
501328000.0,WING SERIES LLC,770805.0,2953416.0,230 ,CLARENDON,ST ,2116.0,Commercial
501329000.0,AP NEWBURY STREET  PORTFOLIO,770732.0,2953422.0,111  - 115,NEWBURY,ST ,2116.0,Commercial
501334000.0,UMNV 125 NEWBURY LLC,770602.0,2953375.0,125 ,NEWBURY,ST ,2116.0,Commercial
501335000.0,AP NEWBURY STREET  PORTFOLIO,770568.0,2953362.0,127  129A,NEWBURY,ST ,2116.0,Commercial
501339000.0,ONE 37 NEWBURY WORLDWIDE,770445.0,2953318.0,137  141A,NEWBURY,ST ,2116.0,Commercial
501340000.0,ONE-43 NEWBURY LLC MASS LLC,770400.0,2953301.0,143 ,NEWBURY,ST ,2116.0,Commercial
501341000.0,SIMON GARY B TRST,770356.0,2953272.0,147 ,NEWBURY,ST ,2116.0,Food access
501343000.0,AP NEWBURY STREET  PORTFOLIO,770336.0,2953325.0,283 ,DARTMOUTH,ST ,2116.0,Commercial
501346000.0,BOSTON UNIVERSITY TRST,770360.0,2953428.0,146 ,COMMONWEALTH,AV,2116.0,Education
501353000.0,122 COMMONWEALTH AVE LLC,770526.0,2953491.0,122 ,COMMONWEALTH,AV,2116.0,Commercial
501359000.0,AP NEWBURY  STREET PORTFOLIO,770781.0,2953477.0,234 ,CLARENDON,ST ,2116.0,Commercial
501360000.0,HODGINS WILLIAM,770793.0,2953448.0,232 ,CLARENDON,ST ,2116.0,Commercial
501361010.0,GOVE CO INC,770173.0,2953209.0,278 ,DARTMOUTH,ST ,2116.0,Commercial
501363000.0,GOVE CO INC,770112.0,2953195.0, ,NEWBURY,ST ,2116.0,Commercial
501371000.0,ONE-71 NEWBURY STREET,769931.0,2953129.0,171 ,NEWBURY,ST ,2116.0,Commercial
501375000.0,AP NEWBURY STREET  PORTFOLIO,769841.0,2953094.0,179 ,NEWBURY,ST ,2116.0,Commercial
501376000.0,EXETER THEATRE CORPORATION,769777.0,2953071.0,26 ,EXETER,ST ,2116.0,Food access
501384000.0,GOVE CO INC,770168.0,2953263.0, ,DARTMOUTH,ST ,2116.0,Commercial
501391000.0,HAJJAR CHARLES C TS,770082.0,2952863.0,655 ,BOYLSTON,ST ,2116.0,Commercial
501392000.0,HAJJAR CHARLES C TS,770059.0,2952854.0,659  661,BOYLSTON,ST ,2116.0,Commercial
501393000.0,ROTENBERG FAY TRST,770037.0,2952845.0,665  A665,BOYLSTON,ST ,2116.0,Commercial
501394000.0,HAJJAR CHARLES C TS,770014.0,2952837.0,667  669,BOYLSTON,ST ,2116.0,Commercial
501397000.0,CPT ONE EXETER PLAZA LLC,769905.0,2952796.0,675  691,BOYLSTON,ST ,2116.0,Commercial
501400000.0,ONE 76 NEWBURY ST LLC MASS LLC,769947.0,2952949.0,176 ,NEWBURY,ST ,2116.0,Commercial
501402000.0,AP NEWBURY STREET  PORTFOLIO,769994.0,2952967.0,172 ,NEWBURY,ST ,2116.0,Commercial
501403000.0,DONAHUE PAUL J,770017.0,2952975.0,170 ,NEWBURY,ST ,2116.0,Commercial
501406000.0,ANAS LLC,770084.0,2953001.0,164 ,NEWBURY,ST ,2116.0,Commercial
501412000.0,CITY OF BOSTON,770244.0,2953060.0,150 ,NEWBURY,ST ,2116.0,Education
501437000.0,25 CHARLES ON THE HILL LLC,772516.0,2955347.0,19  -29,CHARLES,ST ,2114.0,Commercial
501482000.0,CHALAS JOHN G,773467.0,2955464.0,1 ,WALNUT,ST ,2108.0,Commercial
501498000.0,MARKS ROBERT A,772439.0,2955566.0,41  43,CHARLES,ST ,2114.0,Food access
501499000.0,MARKS ROBERT A,772429.0,2955591.0,45  47,CHARLES,ST ,2114.0,Food access
501501000.0,HS GROSSMAN LLC MASS LLC,772403.0,2955620.0,51 ,CHARLES,ST ,2114.0,Commercial
501510000.0,HARVARD MUSICAL ASSOC,772560.0,2955499.0,57 A,CHESTNUT,ST ,2108.0,Education
501603000.0,PARAFESTAS ANASTASIOS TS,773637.0,2955646.0,1 ,JOY,ST ,2108.0,Commercial
501648000.0,33 MT VERNON STREET LLC,773846.0,2955976.0,33 ,MT VERNON,ST ,2108.0,Commercial
501884000.0,DUMBAUGH CHARLES C TS,773659.0,2956246.0,20 ,MYRTLE,ST ,2114.0,Commercial
502012000.0,ONE FIFTY ONE-153 CHARLES,772238.0,2956737.0,155  159,CHARLES,ST ,2114.0,Food access
502185000.0,GENERAL HOSP CORP,773285.0,2956814.0,12  16,GARDEN,ST ,2114.0,Healthcare
502205000.0,TWO-90 CAMBRIDGE ST LLC MASS LLC,772794.0,2956846.0,296 ,CAMBRIDGE,ST ,2114.0,Commercial
502241000.0,GENBRIDGE LLC MASS LLC,772593.0,2956847.0,326 ,CAMBRIDGE,ST ,2114.0,Commercial
502242000.0,COULOURAS LOUIS,772672.0,2956850.0,310  320,CAMBRIDGE,ST ,2114.0,Food access
502324000.0,LINEAR RETAIL BOSTON #8 LLC,772266.0,2955624.0,66  62,CHARLES,ST ,2108.0,Food access
502393000.0,VO TRAM H,772095.0,2956030.0, ,PINCKNEY,ST ,2114.0,Commercial
502393001.0,CUTTERY INC MASS CORP,772095.0,2956019.0, ,PINCKNEY,ST ,2114.0,Commercial
502443000.0,RREF II 170 CHARLES LLC,772015.0,2956731.0,170 ,CHARLES,ST ,2114.0,Commercial
502541000.0,PARK STREET KIDS INC,771905.0,2955196.0,122  118,CHESTNUT,ST ,2108.0,Education
502567000.0,FISHER JUNIOR COLLEGE,771443.0,2954855.0,102  100,BEACON,ST ,2116.0,Education
502568000.0,FISHER JUNIOR COLLEGE,771417.0,2954845.0,104 ,BEACON,ST ,2116.0,Education
502569000.0,FISHER JUNIOR COLLEGE,771393.0,2954836.0,106 ,BEACON,ST ,2116.0,Education
502570000.0,FISHER JUNIOR COLLEGE,771362.0,2954824.0,108 ,BEACON,ST ,2116.0,Education
502571000.0,FISHER SCHOOL,771333.0,2954814.0,112 ,BEACON,ST ,2116.0,Education
502572000.0,FISHER SCHOOL THE,771314.0,2954807.0,114 ,BEACON,ST ,2116.0,Education
502573000.0,FISHER JUNIOR COLLEGE,771295.0,2954799.0,116 ,BEACON,ST ,2116.0,Education
502574000.0,FISHER SCHOOL,771266.0,2954789.0,118 ,BEACON,ST ,2116.0,Education
502637000.0,LEWIS M LEONARD,769598.0,2954172.0,262 ,BEACON,ST ,2116.0,Commercial
502638000.0,LORDONIE REALTY CORP,769570.0,2954162.0,264 ,BEACON,ST ,2116.0,Commercial
502639000.0,LEWIS M LEONARD,769532.0,2954147.0,266 ,BEACON,ST ,2116.0,Commercial
502688000.0,CUNNINGHAM S A TS,770175.0,2954168.0,239 ,BEACON,ST ,2116.0,Commercial
502773000.0,EDWARD EVERETT HALE HSE INC,770664.0,2954195.0,273  275,CLARENDON,ST ,2116.0,Healthcare
502774000.0,EDWARD EVERETT HALE HSE INC,770648.0,2954239.0,277 ,CLARENDON,ST ,2116.0,Healthcare
502775000.0,EDWARD EVERETT HALE HSE INC,770641.0,2954256.0,279 ,CLARENDON,ST ,2116.0,Healthcare
502804000.0,FISHER JUNIOR COLLEGE,771325.0,2954594.0,133 ,BEACON,ST ,2116.0,Education
502805000.0,FISHER JUNIOR COLLEGE,771349.0,2954604.0,131 ,BEACON,ST ,2116.0,Education
502814000.0,FISHER COLLEGE,771538.0,2954674.0,111 ,BEACON,ST ,2116.0,Education
502820000.0,FISHER COLLEGE,771673.0,2954756.0,1 ,ARLINGTON,ST ,2116.0,Education
502858000.0,10-11 ARLINGTON LLC,771784.0,2954423.0,10 ,ARLINGTON,ST ,2116.0,Commercial
502859000.0,10-11 ARLINGTON LLC,771793.0,2954401.0,11 ,ARLINGTON,ST ,2116.0,Commercial
502875000.0,29 HEXAGON LLC,771229.0,2954098.0,29 ,COMMONWEALTH,AV,2116.0,Commercial
502937000.0,THE COMMONWEALTH SCL INC,770197.0,2953710.0,151 ,COMMONWEALTH,AV,2116.0,Education
503001000.0,PERRY SAMUEL D TRSTS,768011.0,2952418.0,325  327,NEWBURY,ST ,2115.0,Food access
503002000.0,AP NEWBURY STREET  PORTFOLIO,767980.0,2952407.0,329 ,NEWBURY,ST ,2115.0,Commercial
503003000.0,DIETZ JONATHAN A TS,767959.0,2952399.0,331 ,NEWBURY,ST ,2115.0,Commercial
503004000.0,ASB/BLATTEIS 333 335 NEWBURY LLC,767938.0,2952391.0,333 ,NEWBURY,ST ,2115.0,Commercial
503005010.0,ASB/BLATTEIS 333 335 NEWBURY LLC,767916.0,2952383.0,335 ,NEWBURY,ST ,2115.0,Food access
503006000.0,LULULEMON USA INC,767895.0,2952375.0,337 ,NEWBURY,ST ,2115.0,Commercial
503007000.0,DIETZ JONATHAN A TS,767873.0,2952368.0,339 ,NEWBURY,ST ,2115.0,Commercial
503008000.0,DANKER AND DONOHUE,767833.0,2952352.0,341 ,NEWBURY,ST ,2115.0,Commercial
503009000.0,THREE- 43 MANAGEMENT LLC MASS LLC,767778.0,2952332.0,343 ,NEWBURY,ST ,2115.0,Commercial
503011000.0,349 NEWBURY STREET LLC,767724.0,2952312.0,351  - 351,NEWBURY,ST ,2115.0,Commercial
503012000.0,IRE 353 NEWBURY LLC,767679.0,2952296.0,353 ,NEWBURY,ST ,2115.0,Commercial
503013000.0,JOHNSON ARTIST MATERIALS INC,767649.0,2952284.0,355 ,NEWBURY,ST ,2115.0,Commercial
503014000.0,KENSINGTON NEWBURY ST LLC MASS LLC,767574.0,2952256.0,359  363,NEWBURY,ST ,2115.0,Commercial
503047000.0,ASB/BLATTEIS 352 NEWBURY LLC,767746.0,2952138.0,352 ,NEWBURY,ST ,2115.0,Commercial
503048000.0,SPRING PHYLLIS T,767771.0,2952148.0,350 ,NEWBURY,ST ,2115.0,Commercial
503049000.0,348 NEWBURY HOLDINGS LLC,767794.0,2952156.0,348 ,NEWBURY,ST ,2115.0,Commercial
503050000.0,UMNV 346 NEWBURY LLC,767820.0,2952166.0,346  A346,NEWBURY,ST ,2115.0,Commercial
503051000.0,UMNV 344 NEWBURY LLC,767850.0,2952177.0,344 ,NEWBURY,ST ,2115.0,Commercial
503052000.0,ASB/BLATTEIS 342 NEWBURY LLC,767879.0,2952188.0,342  A342,NEWBURY,ST ,2115.0,Commercial
503053000.0,NEWBURY PRIME REALTY CORP,767915.0,2952201.0,338 ,NEWBURY,ST ,2115.0,Commercial
503054000.0,NEWBURY PRIME REALTY CORP,767949.0,2952213.0,336 ,NEWBURY,ST ,2115.0,Commercial
503055000.0,NEWBURY PRIME REALTY CORP,767969.0,2952221.0,334 ,NEWBURY,ST ,2115.0,Commercial
503056000.0,NEWBURY PRIME REALTY CORP,767990.0,2952228.0,332  334A,NEWBURY,ST ,2115.0,Commercial
503059000.0,THREE 26 NEWBURY ST LLC MASS LLC,768052.0,2952252.0,326 ,NEWBURY,ST ,2115.0,Commercial
503062000.0,BOSTON ARCHITECTURAL COLLEGE,768145.0,2952287.0,320 ,NEWBURY,ST ,2115.0,Education
503079000.0,284 HEXAGON LLC,768466.0,2952730.0,284 ,COMMONWEALTH,AV,2115.0,Commercial
503083000.0,SUZANNE LLC,768504.0,2952565.0,36 ,GLOUCESTER,ST ,2115.0,Food access
503085000.0,GOOD LIFE NEWBURY LLC MASS LLC,768427.0,2952574.0,283 ,NEWBURY,ST ,2115.0,Commercial
503086000.0,GOOD LIFE NEWBURY LLC MASS LLC,768408.0,2952567.0,285  A285,NEWBURY,ST ,2115.0,Commercial
503092000.0,TWO-97 NEWBURY STREET LLC A MASS LLC,768283.0,2952522.0,297 ,NEWBURY,ST ,2115.0,Commercial
503095000.0,THREE 05 NEWBURY ST LLC MASS LLC,768212.0,2952457.0,303  A303,NEWBURY,ST ,2115.0,Commercial
503099000.0,AP NEWBURY STREET  PORTFOLIO,768605.0,2952295.0,893  901,BOYLSTON,ST ,2115.0,Commercial
503100000.0,907 BOYLSTON STREET LLC,768553.0,2952298.0,903  905,BOYLSTON,ST ,2115.0,Food access
503103000.0,BERKLEE COLLEGE OF MUSIC,768472.0,2952269.0,915  921,BOYLSTON,ST ,2115.0,Education
503104000.0,BERKLEE COLLEGE OF MUSIC,768435.0,2952255.0,925  925A,BOYLSTON,ST ,2115.0,Education
503105000.0,939 BOYLSTON LLC,768349.0,2952222.0,927  939,BOYLSTON,ST ,2115.0,Commercial
503106000.0,SIXTY-6 HEREFORD LLC,768258.0,2952279.0,66 ,HEREFORD,ST ,2115.0,Food access
503107000.0,THREE-16 NEWBURYSTREET,768240.0,2952331.0,62 ,HEREFORD,ST ,2115.0,Food access
503118000.0,AP NEWBURY STREET  PORTFOLIO,768504.0,2952416.0,288 ,NEWBURY,ST ,2115.0,Commercial
503120000.0,NEWBURY-284 NOMINEE TRUST,768552.0,2952446.0,284 ,NEWBURY,ST ,2115.0,Commercial
503126000.0,UMNV 240A NEWBURY LLC,769093.0,2952653.0,240  A 240,NEWBURY,ST ,2116.0,Commercial
503127000.0,UMNV 240A NEWBURY LLC,769104.0,2952597.0,41 ,FAIRFIELD,ST ,2116.0,Commercial
503128000.0,ASB/BLATTEIS 801 BOYLSTON  LLC,769128.0,2952513.0,801  807,BOYLSTON,ST ,2116.0,Commercial
503130000.0,TRIBECA APL BOSTON LLC,769044.0,2952482.0,815  825,BOYLSTON,ST ,2116.0,Commercial
503133000.0,HERITAGE LEGACY LLC MASS LLC,768946.0,2952445.0,839  843,BOYLSTON,ST ,2116.0,Commercial
503134000.0,GATEWAY LONGWOOD INC,768855.0,2952412.0,855 ,BOYLSTON,ST ,2116.0,Commercial
503138000.0,KENSINGTON 867 BOYLSTON LLC,768769.0,2952379.0,867  871,BOYLSTON,ST ,2116.0,Commercial
503139000.0,BRT HOLDINGS LLC,768726.0,2952336.0,883  885,BOYLSTON,ST ,2116.0,Food access
503146000.0,SHAMES SAMUEL M,768756.0,2952511.0,274 ,NEWBURY,ST ,2116.0,Commercial
503149000.0,TWO-66-268 NEWBURY ST L P MASS LPS,768818.0,2952533.0,268 ,NEWBURY,ST ,2116.0,Commercial
503150000.0,TWO-66-268 NEWBURY ST L P MASS LPS,768839.0,2952539.0,266 ,NEWBURY,ST ,2116.0,Commercial
503170000.0,BAKAS IRENE G,768919.0,2952753.0,251 ,NEWBURY,ST ,2116.0,Commercial
503173010.0,261 NEWBURY STREET LLC,768828.0,2952720.0,257  -261,NEWBURY,ST ,2116.0,Food access
503182000.0,"TWO75 NEWBURY JV, LLC",768663.0,2952660.0,275 ,NEWBURY,ST ,2116.0,Commercial
503192000.0,BERKLEE COLLEGE OF MUSIC INC,768695.0,2952813.0,268  272,COMMONWEALTH,AV,2116.0,Education
503193000.0,BERKLEE COLLEGE OF MUSIC INC,768753.0,2952834.0,266  264,COMMONWEALTH,AV,2116.0,Education
503201000.0,TWO HUNDRED NEWBURY ST CORP,769665.0,2952846.0,200 ,NEWBURY,ST ,2116.0,Commercial
503202000.0,711 BOYLSTON STREET REALTY LLC,769742.0,2952738.0,33 ,EXETER,ST ,2116.0,Commercial
503203000.0,SEVEN FIFTEEN BOYLSTON LLC MASS LLC,769698.0,2952722.0,715 ,BOYLSTON,ST ,2116.0,Commercial
503207100.0,CHIUS REAL ESTATE LLC MASS LLC,769524.0,2952658.0,745 ,BOYLSTON,ST ,2116.0,Commercial
503210000.0,TDC PROPERTY BOYLSTON LLC,769376.0,2952603.0,761 ,BOYLSTON,ST ,2116.0,Food access
503211000.0,TDC PROPERTY BOYLSTON LLC,769322.0,2952582.0,777 ,BOYLSTON,ST ,2116.0,Food access
503212000.0,TDC PROPERTY BOYLSTON LLC,769271.0,2952563.0,793 ,BOYLSTON,ST ,2116.0,Food access
503213000.0,HENNESSEY NANCY L TS,769234.0,2952550.0,795  799,BOYLSTON,ST ,2116.0,Commercial
503221002.0,TWO 22-232 NEWBURY ST LLC,769389.0,2952743.0,224 ,NEWBURY,ST ,2116.0,Commercial
503222000.0,TWO 22-232 NEWBURY ST LLC,769410.0,2952750.0,222 ,NEWBURY,ST ,2116.0,Commercial
503226000.0,BABSON UNITED INC,769496.0,2952783.0,214 ,NEWBURY,ST ,2116.0,Commercial
503227000.0,BABSON UNITED INC,769553.0,2952804.0,212  208,NEWBURY,ST ,2116.0,Commercial
503229000.0,UMNV 205 NEWBURY LLC,769464.0,2952955.0,205 ,NEWBURY,ST ,2116.0,Commercial
503230000.0,UMNV 207 NEWBURY LLC,769438.0,2952945.0,207 ,NEWBURY,ST ,2116.0,Commercial
503335000.0,NEWMAN PREPRTORY SCHOOL,769133.0,2953648.0,247 ,MARLBOROUGH,ST ,2116.0,Education
503504000.0,NEW ENGLAND COLLEGE,767941.0,2953561.0,418 ,BEACON,ST ,2115.0,Education
503505000.0,NEW ENGLAND COLLEGE,767910.0,2953549.0,420 ,BEACON,ST ,2115.0,Education
503506000.0,NEW ENGLAND COLLEGE,767878.0,2953538.0,422 ,BEACON,ST ,2115.0,Education
503507000.0,NEW ENGLAND COLLEGE,767851.0,2953528.0,424 ,BEACON,ST ,2115.0,Education
503508000.0,NEW ENGLAND COLLEGE,767825.0,2953519.0,426 ,BEACON,ST ,2115.0,Education
503653000.0,FOUR 63 BEACON LLC MASS LLC,767479.0,2953173.0,463 ,BEACON,ST ,2115.0,Commercial
503696000.0,BOSTON UNIVERSITY TRSTS OF,766905.0,2953177.0,512 ,BEACON,ST ,2215.0,Education
503706000.0,BOSTON UNIVERSITY TRSTS,765765.0,2952725.0,30 ,BAY STATE,RD ,2215.0,Education
503708000.0,MORWAY JOHN B TS,766116.0,2952917.0,9 ,BAY STATE,RD ,2215.0,Commercial
503728000.0,BOSTON UNIVERSITY TRSTS OF,765610.0,2952895.0,51 ,BAY STATE,RD ,2215.0,Education
503729000.0,BOSTON UNIVRSTY TRSTS OF,765531.0,2952903.0,2 ,RALEIGH,ST ,2215.0,Education
503730000.0,BOSTON UNIVERSITY TRSTS OF,765504.0,2952905.0,59 ,BAY STATE,RD ,2215.0,Education
503731000.0,BOSTON UNIVERSITY TRSTS OF,765480.0,2952907.0,61 ,BAY STATE,RD ,2215.0,Education
503733000.0,BOSTON UNIVERSITY TRSTS,765430.0,2952912.0,65 ,BAY STATE,RD ,2215.0,Education
503734000.0,BOSTON UNIVERSITY TRST OF,765408.0,2952914.0,67 ,BAY STATE,RD ,2215.0,Education
503735000.0,TRUSTEES OF BOSTON  UNIVERSITY,765384.0,2952916.0,69 ,BAY STATE,RD ,2215.0,Education
503736000.0,TRUSTEES OF BOSTON  UNIVERSITY,765356.0,2952919.0,71 ,BAY STATE,RD ,2215.0,Education
503737000.0,TRUSTEES OF BOSTON UNIVERSITY,765328.0,2952921.0,73 ,BAY STATE,RD ,2215.0,Education
503738000.0,BOSTON UNIVERSITY TRSTS OF,765301.0,2952923.0,75 ,BAY STATE,RD ,2215.0,Education
503739000.0,BOSTON UNIVERSITY TRSTS OF,765271.0,2952925.0,77 ,BAY STATE,RD ,2215.0,Education
503740000.0,BOSTON UNIVRSTY TRSTS OF,765243.0,2952929.0,79 ,BAY STATE,RD ,2215.0,Education
503741000.0,BOSTON UNIVRSTY TRSTS OF,765219.0,2952929.0,81 ,BAY STATE,RD ,2215.0,Education
503742000.0,BOSTON UNIVRSTY TRSTS OF,765195.0,2952932.0,83 ,BAY STATE,RD ,2215.0,Education
503743000.0,BOSTON UNIVRSTY TRSTS OF,765099.0,2952941.0,91 ,BAY STATE,RD ,2215.0,Education
503746000.0,TRUSTEES OF BOSTON  UNIVERSITY,764941.0,2952971.0,53  57,DEERFIELD,ST ,2215.0,Education
503749000.0,RREF II KENMORE LESSOR IV LLC,765494.0,2952643.0,642  - 648,BEACON,ST ,2215.0,Commercial
503750000.0,RREF II KENMORE LESSOR III LLC,765433.0,2952621.0,650 ,BEACON,ST ,2215.0,Commercial
503750001.0,RREF II KENMORE LESSOR III LLC,765402.0,2952610.0,652  654,BEACON,ST ,2215.0,Food access
503751000.0,RREF II KENMORE LESSOR III LLC,765371.0,2952598.0,656 ,BEACON,ST ,2215.0,Commercial
503752000.0,RREF II KENMORE LESSOR III LLC,765312.0,2952580.0,660 ,BEACON,ST ,2215.0,Commercial
503753000.0,RREF II KENMORE LESSOR II LLC,765208.0,2952556.0,533 ,COMMONWEALTH,AV,2215.0,Food access
503754000.0,RREF II KENMORE LESSOR II LLC,765165.0,2952548.0,535 ,COMMONWEALTH,AV,2215.0,Commercial
503755000.0,RREF II KENMORE LESSOR II LLC,765131.0,2952544.0,539  537,COMMONWEALTH,AV,2215.0,Commercial
503757000.0,RREF II KENMORE LESSOR I LLC,765101.0,2952663.0,11  -19,DEERFIELD,ST ,2215.0,Commercial
503762000.0,TRUSTEES OF BOSTON UNIVERSITY,765133.0,2952767.0,88 ,BAY STATE,RD ,2215.0,Education
503763000.0,TRUSTEES OF BOSTON UNIVERSITY,765156.0,2952766.0,86 ,BAY STATE,RD ,2215.0,Education
503764000.0,TRUSTEES OF BOSTON UNIVERSITY,765178.0,2952761.0,84 ,BAY STATE,RD ,2215.0,Education
503765000.0,BOSTON UNIVERSITY TRSTS OF,765199.0,2952741.0,82 ,BAY STATE,RD ,2215.0,Education
503766000.0,TRUSTEES OF BOSTON UNIVERSITY,765220.0,2952722.0,80 ,BAY STATE,RD ,2215.0,Education
503767000.0,TRUSTEES OF BOSTON  UNIVERSITY,765242.0,2952723.0,78 ,BAY STATE,RD ,2215.0,Education
503768000.0,TRUSTEES OF BOSTON UNIVERSITY,765265.0,2952724.0,76 ,BAY STATE,RD ,2215.0,Education
503769000.0,TRUSTEES OF BOSTON UNIVERSITY,765288.0,2952726.0,74 ,BAY STATE,RD ,2215.0,Education
503775000.0,TRUSTEES OF BOSTON UNIVERSITY,765425.0,2952744.0,62 ,BAY STATE,RD ,2215.0,Education
503776000.0,TRUSTEES OF BOSTON  UNIVERSITY,765448.0,2952747.0,60 ,BAY STATE,RD ,2215.0,Education
503778000.0,BOSTON UNIVERSITY TRSTS OF,765497.0,2952753.0,56 ,BAY STATE,RD ,2215.0,Education
503801000.0,KRT HOLDINGS LLC MASS LLC,767378.0,2952217.0,93 ,MASSACHUSETTS,AV,2115.0,Commercial
503806000.0,HARVARD CLUB OF BOSTON,767059.0,2952201.0,415 ,NEWBURY,ST ,2115.0,Commercial
503871000.0,BOSTON UNIVRSTY TRSTS OF,766708.0,2952903.0,531 ,BEACON,ST ,2215.0,Education
503876000.0,BOSTON UNIVERSITY TRSTS,766815.0,2952935.0,521 ,BEACON,ST ,2215.0,Education
503877000.0,BOSTON UNIVERSITY TRSTS,766837.0,2952941.0,519 ,BEACON,ST ,2215.0,Education
503878000.0,BOSTON UNIVERSITY TRSTS,766858.0,2952948.0,517 ,BEACON,ST ,2215.0,Education
503902000.0,BOSTON UNIVERSITY TRSTS,765937.0,2952609.0,481 ,COMMONWEALTH,AV,2215.0,Education
503903000.0,BOSTON UNIVERSITY TRSTS,765912.0,2952605.0,483 ,COMMONWEALTH,AV,2215.0,Education
503936000.0,601 NEWBURY ST LLC,765227.0,2952159.0,603  595,NEWBURY,ST ,2215.0,Commercial
503937000.0,S-BNK BOSTON KENMORE LLC,765096.0,2952199.0, ,BROOKLINE,AV,2215.0,Commercial
503938000.0,SHUBERT FOUNDATION INC,765160.0,2952256.0,540 ,COMMONWEALTH,AV,2215.0,Commercial
503940000.0,C-KENMORE REALTY LLC,765278.0,2952270.0,530  532,COMMONWEALTH,AV,2215.0,Food access
503980010.0,TRUSTEES OF BOSTON UNIVERSITY,764940.0,2952584.0, ,COMMONWEALTH,AV,2215.0,Commercial
503980020.0,TRUSTEES OF BOSTON UNI,764868.0,2952600.0, ,COMMONWEALTH,AV,2215.0,Commercial
503983000.0,TRUSTEES BOSTON UNIVERSITY,764638.0,2952638.0,585 ,COMMONWEALTH,AV,2215.0,Education
503991000.0,TRUSTEES OF BOSTON UNIVERSITY,764359.0,2952680.0,595 ,COMMONWEALTH,AV,2215.0,Education
504003000.0,BOSTON UNIVERSITY TRS OF,764374.0,2952827.0,136  148,BAY STATE,RD ,2215.0,Education
504016000.0,BOSTON UNIVERSITY TRSTS,764547.0,2952804.0,128 ,BAY STATE,RD ,2215.0,Education
504017000.0,TRUSTEES BOSTON UNIVERSITY,764570.0,2952803.0,126 ,BAY STATE,RD ,2215.0,Education
504019000.0,BOSTON UNIVERSITY TRUSTEE OF,764617.0,2952798.0,122 ,BAY STATE,RD ,2215.0,Education
504021000.0,BOSTON UNIVERSITY TRS OF,764662.0,2952791.0,118 ,BAY STATE,RD ,2215.0,Education
504022000.0,BOSTON UNIVERSITY TRSTS,764682.0,2952790.0,116 ,BAY STATE,RD ,2215.0,Education
504023000.0,BOSTON UNIVERSITY TRSTS,764700.0,2952788.0, ,BAY STATE,RD ,2215.0,Education
504024000.0,BOSTON UNIVERSITY TS OF,764718.0,2952783.0,112 ,BAY STATE,RD ,2215.0,Education
504025000.0,BOSTON UNIVERSITY TRSTS OF,764739.0,2952784.0,110 ,BAY STATE,RD ,2215.0,Education
504026000.0,TRUSTEES OF BOSTON UNIV,764766.0,2952780.0,108 ,BAY STATE,RD ,2215.0,Education
504027000.0,TRUSTEES BOSTON UNIVERSITY,764792.0,2952775.0,104 ,BAY STATE,RD ,2215.0,Education
504028000.0,TRUSTEES BOSTON UNIVERSITY,764869.0,2952808.0,100 ,BAY STATE,RD ,2215.0,Education
504029000.0,TRUSTEES BOSTON UNIVERSITY,764880.0,2952734.0, ,DEERFIELD,ST ,2215.0,Education
504032000.0,M I T STUDENT HOUSE,764739.0,2952976.0,111 ,BAY STATE,RD ,2215.0,Education
504033000.0,TRUSTEES OF BOSTON  UNIVERSITY,764713.0,2952978.0,113 ,BAY STATE,RD ,2215.0,Education
504034000.0,BOSTON UNIVERSITY TRSTS OF,764688.0,2952980.0,115 ,BAY STATE,RD ,2215.0,Education
504035000.0,BOSTON UNIVERSITY TRSTS OF,764662.0,2952984.0,117 ,BAY STATE,RD ,2215.0,Education
504037000.0,BOSTON UNIVERSITY TRSTS,764604.0,2952989.0,121 ,BAY STATE,RD ,2215.0,Education
504037001.0,BOSTON UNIVERSITY TRS OF,764565.0,2952993.0,125 ,BAY STATE,RD ,2215.0,Education
504040000.0,TRUSTEES OF BOSTON UNIVERSITY,764479.0,2953002.0,131 ,BAY STATE,RD ,2215.0,Education
504041000.0,BOSTON UNIVERSITY TS OF,764454.0,2953003.0,133 ,BAY STATE,RD ,2215.0,Education
504042000.0,BOSTON UNIVERSITY TRUSTEES,764428.0,2953007.0,135 ,BAY STATE,RD ,2215.0,Education
