seq_id,ct10_id,geoid,logrecno,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me
12822,25021456401,14000US25021456401,1908,2014-18,77014,24488,100446,12185,35400,22902
12823,25021456402,14000US25021456402,1909,2014-18,112949,5748,115123,6919,0,0
12824,25021457100,14000US25021457100,1910,2014-18,69868,8753,93750,15882,41371,8799
12825,25021457200,14000US25021457200,1911,2014-18,158818,23852,178828,34889,59063,33898
12826,25023500101,14000US25023500101,1912,2014-18,97151,11915,119926,13824,30174,13718
12827,25023500103,14000US25023500103,1913,2014-18,71193,12117,86927,22433,38250,19729
12828,25023500104,14000US25023500104,1914,2014-18,85081,9518,97917,15511,55200,30329
12829,25023501101,14000US25023501101,1915,2014-18,141375,45329,159773,48477,0,0
12830,25023501102,14000US25023501102,1916,2014-18,141902,20966,187847,38712,58447,14325
12831,25023501201,14000US25023501201,1917,2014-18,153259,19399,160833,18936,0,0
12832,25023501202,14000US25023501202,1918,2014-18,106546,18737,150731,13748,44104,14824
12833,25023502101,14000US25023502101,1919,2014-18,76607,25869,110984,9903,52912,9877
12834,25023502102,14000US25023502102,1920,2014-18,86000,23642,102434,13546,0,0
12835,25023502200,14000US25023502200,1921,2014-18,74902,11443,79040,10821,38750,18941
12836,25023503101,14000US25023503101,1922,2014-18,122391,15534,132583,15076,80490,30658
12837,25023503102,14000US25023503102,1923,2014-18,116725,17908,134911,24499,17078,3856
12838,25023504101,14000US25023504101,1924,2014-18,126000,23297,147143,25740,14306,10513
12839,25023504102,14000US25023504102,1925,2014-18,160208,13529,163690,14534,0,0
12840,25023505101,14000US25023505101,1926,2014-18,107135,13303,114286,22284,0,0
12841,25023505102,14000US25023505102,1927,2014-18,126818,18540,143393,19177,0,0
12842,25023505200,14000US25023505200,1928,2014-18,122072,26598,137932,10324,0,0
12843,25023506101,14000US25023506101,1929,2014-18,122409,11851,120854,16686,126181,18215
12844,25023506102,14000US25023506102,1930,2014-18,83824,14832,112885,23022,38259,10103
12845,25023506202,14000US25023506202,1931,2014-18,110000,14828,125792,8774,43594,25406
12846,25023506203,14000US25023506203,1932,2014-18,97604,16730,131888,17472,22695,7532
12847,25023506204,14000US25023506204,1933,2014-18,73998,7198,78083,10633,66712,23122
12848,25023507101,14000US25023507101,1934,2014-18,119917,14954,125734,11367,95132,47166
12849,25023507103,14000US25023507103,1935,2014-18,154063,22039,154340,23253,0,0
12850,25023507104,14000US25023507104,1936,2014-18,113889,19077,121493,27993,68352,25036
12851,25023508101,14000US25023508101,1937,2014-18,105000,19389,127623,12847,51417,17447
12852,25023508102,14000US25023508102,1938,2014-18,95893,10673,96399,9122,0,0
12853,25023508200,14000US25023508200,1939,2014-18,106337,11852,109419,21072,0,0
12854,25023509101,14000US25023509101,1940,2014-18,119542,9750,131926,10560,0,0
12855,25023509102,14000US25023509102,1941,2014-18,88116,10693,90833,22114,63904,17274
12856,25023510100,14000US25023510100,1942,2014-18,79688,8725,80691,9387,0,0
12857,25023510200,14000US25023510200,1943,2014-18,73450,9973,78580,28014,56758,25966
12858,25023510300,14000US25023510300,1944,2014-18,50762,13570,80721,15764,23534,21004
12859,25023510400,14000US25023510400,1945,2014-18,36671,4139,60795,24664,31772,3704
12860,25023510501,14000US25023510501,1946,2014-18,54493,8867,84471,10473,32370,7586
12861,25023510502,14000US25023510502,1947,2014-18,30553,4460,72750,39743,22733,6724
12862,25023510503,14000US25023510503,1948,2014-18,46690,8618,82857,14615,33527,5468
12863,25023510600,14000US25023510600,1949,2014-18,113452,7205,114405,4974,44375,2534
12864,25023510700,14000US25023510700,1950,2014-18,53611,22899,90549,14959,35441,22898
12865,25023510800,14000US25023510800,1951,2014-18,54034,15997,83264,28811,38824,11949
12866,25023510900,14000US25023510900,1952,2014-18,15587,3414,64750,44970,14797,3111
12867,25023511000,14000US25023511000,1953,2014-18,62879,11104,75000,9500,29299,3787
12868,25023511100,14000US25023511100,1954,2014-18,78987,12895,83284,11119,0,0
12869,25023511200,14000US25023511200,1955,2014-18,48816,11568,76094,10108,18569,3111
12870,25023511301,14000US25023511301,1956,2014-18,54505,11619,83393,18170,31681,3855
12871,25023511302,14000US25023511302,1957,2014-18,68125,18813,84464,7328,24621,16103
12872,25023511400,14000US25023511400,1958,2014-18,50088,4960,87330,11103,37250,11497
12873,25023511500,14000US25023511500,1959,2014-18,51947,7914,72963,19031,42530,6717
12874,25023511600,14000US25023511600,1960,2014-18,44451,13624,90625,14342,26524,7794
12875,25023511701,14000US25023511701,1961,2014-18,83068,14243,82727,12185,102721,86742
12876,25023511702,14000US25023511702,1962,2014-18,83214,10175,91250,12786,61927,20116
12877,25023520100,14000US25023520100,1963,2014-18,103527,6968,109506,23553,65051,20657
12878,25023520201,14000US25023520201,1964,2014-18,75089,15087,101321,13093,57827,21640
12879,25023520202,14000US25023520202,1965,2014-18,89978,11273,115022,17445,39464,25225
12880,25023521101,14000US25023521101,1966,2014-18,91273,12126,94855,15893,0,0
12881,25023521102,14000US25023521102,1967,2014-18,72576,18915,97660,9262,50196,9918
12882,25023521201,14000US25023521201,1968,2014-18,74303,9131,102381,22951,42802,13079
12883,25023521202,14000US25023521202,1969,2014-18,91250,8433,103684,13209,46250,25993
12884,25023522101,14000US25023522101,1970,2014-18,102037,16887,101667,17485,111250,109452
12885,25023522102,14000US25023522102,1971,2014-18,97340,9521,110240,17048,31397,7772
12886,25023523100,14000US25023523100,1972,2014-18,79844,9258,91500,22734,45893,17810
12887,25023523201,14000US25023523201,1973,2014-18,95724,13370,110250,15174,64219,8908
12888,25023523202,14000US25023523202,1974,2014-18,87328,15321,97220,12993,40063,4797
12889,25023524101,14000US25023524101,1975,2014-18,101985,11171,109688,19531,63405,25095
12890,25023524102,14000US25023524102,1976,2014-18,81071,13143,84821,13151,51679,27196
12891,25023525101,14000US25023525101,1977,2014-18,76642,4387,99950,18273,46116,12925
12892,25023525104,14000US25023525104,1978,2014-18,116140,10699,117473,18627,91328,39954
12893,25023525203,14000US25023525203,1979,2014-18,70956,7766,83786,12825,49412,31061
12894,25023525204,14000US25023525204,1980,2014-18,123708,12384,130063,17920,91466,10928
12895,25023525300,14000US25023525300,1981,2014-18,0,0,0,0,0,0
12896,25023526100,14000US25023526100,1982,2014-18,92111,16154,92730,14946,81625,61778
12897,25023530100,14000US25023530100,1983,2014-18,50365,11844,74028,21922,18629,14784
12898,25023530200,14000US25023530200,1984,2014-18,60353,16372,95793,13287,33875,12935
12899,25023530300,14000US25023530300,1985,2014-18,68192,8854,84545,15201,46591,14663
12900,25023530400,14000US25023530400,1986,2014-18,95726,15037,101071,15848,44722,11091
12901,25023530500,14000US25023530500,1987,2014-18,60290,5590,77833,31729,34889,16985
12902,25023530600,14000US25023530600,1988,2014-18,110793,14950,111951,12605,51786,50704
12903,25023530700,14000US25023530700,1989,2014-18,100020,14575,102966,13023,71811,25678
12904,25023530801,14000US25023530801,1990,2014-18,99394,9229,100897,5929,16452,13858
12905,25023530802,14000US25023530802,1991,2014-18,87140,6429,101384,16152,68250,14945
12906,25023530901,14000US25023530901,1992,2014-18,96354,13497,98487,17207,88582,31359
12907,25023530902,14000US25023530902,1993,2014-18,110250,11425,112625,12279,56875,44258
12908,25023540101,14000US25023540101,1994,2014-18,73516,10816,84375,13093,52750,25919
12909,25023540102,14000US25023540102,1995,2014-18,102115,14888,109722,13630,0,0
12910,25023540103,14000US25023540103,1996,2014-18,140948,11401,141853,12847,0,0
12911,25023541100,14000US25023541100,1997,2014-18,103396,4677,104725,6242,66905,25423
12912,25023542101,14000US25023542101,1998,2014-18,105000,13203,110640,14567,61776,20051
12913,25023542102,14000US25023542102,1999,2014-18,81875,11505,89286,14529,33355,9643
12914,25023542200,14000US25023542200,2000,2014-18,80701,14599,80518,20612,82969,66510
12915,25023542300,14000US25023542300,2001,2014-18,62963,11890,101084,11480,41351,9167
12916,25023543100,14000US25023543100,2002,2014-18,98359,16571,111417,12558,31000,26961
12917,25023544100,14000US25023544100,2003,2014-18,89306,13416,93125,12196,35074,33620
12918,25023544200,14000US25023544200,2004,2014-18,56615,4748,58750,4879,45156,44566
12919,25023545100,14000US25023545100,2005,2014-18,78724,12693,86705,12180,29375,11017
12920,25023545200,14000US25023545200,2006,2014-18,64572,9416,69815,11909,42903,21730
12921,25023545300,14000US25023545300,2007,2014-18,60139,13079,65208,27088,38598,19277
12922,25023545400,14000US25023545400,2008,2014-18,59896,19039,77167,20141,27730,11174
12923,25023560100,14000US25023560100,2009,2014-18,91573,24438,111076,10099,53676,14913
12924,25023561100,14000US25023561100,2010,2014-18,80188,5916,103350,22759,48611,13379
12925,25023561200,14000US25023561200,2011,2014-18,28750,19070,51111,31635,15882,5782
12926,25023990003,14000US25023990003,2012,2014-18,0,0,0,0,0,0
12927,25025000100,14000US25025000100,2013,2014-18,79597,23673,108633,14276,73406,21590
12928,25025000201,14000US25025000201,2014,2014-18,88424,13528,84909,11330,92273,24307
12929,25025000202,14000US25025000202,2015,2014-18,83000,16470,120144,20551,76964,13224
12930,25025000301,14000US25025000301,2016,2014-18,106897,33972,95238,28111,138654,26697
12931,25025000302,14000US25025000302,2017,2014-18,100883,9634,94180,29652,101705,8065
12932,25025000401,14000US25025000401,2018,2014-18,70184,10528,112396,7005,63534,17880
12933,25025000402,14000US25025000402,2019,2014-18,77885,14969,94844,35948,69861,11653
12934,25025000502,14000US25025000502,2020,2014-18,60875,8085,149722,59822,53500,16927
12935,25025000503,14000US25025000503,2021,2014-18,70518,3736,71745,2808,68854,10678
12936,25025000504,14000US25025000504,2022,2014-18,58250,21590,108788,49030,41942,17195
12937,25025000601,14000US25025000601,2023,2014-18,76574,11141,55380,8724,89375,20897
12938,25025000602,14000US25025000602,2024,2014-18,42746,9418,120089,58384,37202,18396
12939,25025000701,14000US25025000701,2025,2014-18,64964,12484,59853,38805,65018,12302
12940,25025000703,14000US25025000703,2026,2014-18,33719,9575,44400,41411,32531,6474
12941,25025000704,14000US25025000704,2027,2014-18,61822,4519,73750,48193,61531,4253
12942,25025000802,14000US25025000802,2028,2014-18,52573,8955,105393,6512,39050,11624
12943,25025000803,14000US25025000803,2029,2014-18,54896,15415,0,0,54479,15562
12944,25025010103,14000US25025010103,2030,2014-18,31375,1877,0,0,30125,8606
12945,25025010104,14000US25025010104,2031,2014-18,57792,14446,112031,34732,47841,11441
12946,25025010203,14000US25025010203,2032,2014-18,42813,24683,0,0,35685,30588
12947,25025010204,14000US25025010204,2033,2014-18,41683,7206,0,0,41058,3814
12948,25025010300,14000US25025010300,2034,2014-18,40446,14686,74583,22273,29554,15598
12949,25025010403,14000US25025010403,2035,2014-18,29946,12561,0,0,27609,8554
12950,25025010404,14000US25025010404,2036,2014-18,29474,11312,97885,80350,23605,9872
12951,25025010405,14000US25025010405,2037,2014-18,16192,3202,0,0,15581,3006
12952,25025010408,14000US25025010408,2038,2014-18,64330,6999,115250,35576,61731,5681
12953,25025010500,14000US25025010500,2039,2014-18,49417,9299,108611,81018,45149,12263
12954,25025010600,14000US25025010600,2040,2014-18,93214,16210,207056,58965,90368,14415
12955,25025010701,14000US25025010701,2041,2014-18,107344,24035,173875,42971,101974,16040
12956,25025010702,14000US25025010702,2042,2014-18,150781,31009,204464,53158,110250,34189
12957,25025010801,14000US25025010801,2043,2014-18,116184,14474,168750,73672,69316,21602
12958,25025010802,14000US25025010802,2044,2014-18,126518,17351,186875,43310,103125,20346
12959,25025020101,14000US25025020101,2045,2014-18,111569,21090,179306,50739,81884,14774
12960,25025020200,14000US25025020200,2046,2014-18,88026,16488,182794,68354,70588,14517
12961,25025020301,14000US25025020301,2047,2014-18,89018,25163,88125,65787,92083,26319
12962,25025020302,14000US25025020302,2048,2014-18,123250,42446,172639,79733,110227,57855
12963,25025020303,14000US25025020303,2049,2014-18,105195,16772,94545,20722,113625,16546
12964,25025030100,14000US25025030100,2050,2014-18,103850,13896,167660,43374,96856,19370
12965,25025030200,14000US25025030200,2051,2014-18,96250,16267,113750,84827,95192,16546
12966,25025030300,14000US25025030300,2052,2014-18,120238,34896,149563,76640,106587,25250
12967,25025030400,14000US25025030400,2053,2014-18,92047,15480,101528,40145,91573,13337
12968,25025030500,14000US25025030500,2054,2014-18,110278,16880,124375,43132,104345,17497
12969,25025040100,14000US25025040100,2055,2014-18,157222,12975,185521,31005,85357,45150
12970,25025040200,14000US25025040200,2056,2014-18,52262,25915,169063,38366,19886,18206
12971,25025040300,14000US25025040300,2057,2014-18,135744,22940,157898,12532,89867,18206
12972,25025040401,14000US25025040401,2058,2014-18,118333,16908,160093,19377,82222,43740
12973,25025040600,14000US25025040600,2059,2014-18,141736,16239,159792,25020,114286,17882
12974,25025040801,14000US25025040801,2060,2014-18,53871,21049,166477,61398,29797,5963
12975,25025050101,14000US25025050101,2061,2014-18,42414,5371,95000,19900,35665,4261
12976,25025050200,14000US25025050200,2062,2014-18,54753,9345,66845,14803,48935,10531
12977,25025050300,14000US25025050300,2063,2014-18,20000,4299,0,0,18214,4001
12978,25025050400,14000US25025050400,2064,2014-18,62727,5900,85179,53308,56359,8214
12979,25025050500,14000US25025050500,2065,2014-18,61029,10677,53828,34345,61581,11948
12980,25025050600,14000US25025050600,2066,2014-18,69500,15811,109219,36263,61250,23307
12981,25025050700,14000US25025050700,2067,2014-18,58698,8842,73813,17579,49875,15727
12982,25025050901,14000US25025050901,2068,2014-18,56156,12306,66538,55778,53510,7451
12983,25025051000,14000US25025051000,2069,2014-18,54844,11836,82800,15898,50759,5651
12984,25025051101,14000US25025051101,2070,2014-18,57534,9995,59853,22906,56740,12200
12985,25025051200,14000US25025051200,2071,2014-18,71645,16702,83625,45613,66250,17296
12986,25025060101,14000US25025060101,2072,2014-18,119107,14606,131471,22987,104707,22816
12987,25025060200,14000US25025060200,2073,2014-18,128409,24621,129276,36587,113942,52478
12988,25025060301,14000US25025060301,2074,2014-18,107396,25203,119773,31090,85461,20286
12989,25025060400,14000US25025060400,2075,2014-18,123967,16446,151532,9628,99947,12962
12990,25025060501,14000US25025060501,2076,2014-18,132750,21851,157188,20822,89360,22615
12991,25025060600,14000US25025060600,2077,2014-18,137778,26636,158224,53103,135368,22605
12992,25025060700,14000US25025060700,2078,2014-18,19189,2851,0,0,19189,2851
12993,25025060800,14000US25025060800,2079,2014-18,116090,21381,124911,26005,95793,32727
12994,25025061000,14000US25025061000,2080,2014-18,38950,16785,133889,56354,24824,14903
12995,25025061101,14000US25025061101,2081,2014-18,12759,2688,0,0,12586,2583
12996,25025061200,14000US25025061200,2082,2014-18,130625,13854,157535,27922,120110,23197
12997,25025070101,14000US25025070101,2083,2014-18,84083,29464,173854,72836,36471,15169
12998,25025070200,14000US25025070200,2084,2014-18,25280,6732,139500,138595,20911,6645
12999,25025070300,14000US25025070300,2085,2014-18,113505,15330,173618,34908,63222,9101
13000,25025070402,14000US25025070402,2086,2014-18,28851,7215,0,0,28555,7841
13001,25025070500,14000US25025070500,2087,2014-18,102250,53771,191719,21870,27359,4765
13002,25025070600,14000US25025070600,2088,2014-18,154659,45141,216250,56987,104550,14499
13003,25025070700,14000US25025070700,2089,2014-18,118553,46265,213500,83571,56518,25507
13004,25025070800,14000US25025070800,2090,2014-18,90547,35970,190575,61676,71750,24070
13005,25025070900,14000US25025070900,2091,2014-18,55875,22841,197875,66811,33902,10171
13006,25025071101,14000US25025071101,2092,2014-18,52676,19924,177159,88273,20480,7101
13007,25025071201,14000US25025071201,2093,2014-18,53649,16565,142000,44323,24013,13694
13008,25025080100,14000US25025080100,2094,2014-18,31222,8141,74100,20981,26366,4869
13009,25025080300,14000US25025080300,2095,2014-18,35833,12029,76250,23701,30856,5444
13010,25025080401,14000US25025080401,2096,2014-18,19194,8008,143750,115198,17750,3240
13011,25025080500,14000US25025080500,2097,2014-18,22500,9362,143158,131007,21471,9926
13012,25025080601,14000US25025080601,2098,2014-18,15703,8532,106417,21134,12297,6802
13013,25025080801,14000US25025080801,2099,2014-18,21274,10193,0,0,21274,10193
13014,25025080900,14000US25025080900,2100,2014-18,61964,11626,0,0,58828,11539
13015,25025081001,14000US25025081001,2101,2014-18,22072,6197,0,0,21565,5802
13016,25025081100,14000US25025081100,2102,2014-18,50696,16127,70962,11449,36985,13753
13017,25025081200,14000US25025081200,2103,2014-18,24958,10879,99063,43222,18776,2953
13018,25025081300,14000US25025081300,2104,2014-18,18003,4748,0,0,16174,5416
13019,25025081400,14000US25025081400,2105,2014-18,47589,9539,95500,30111,32236,7730
13020,25025081500,14000US25025081500,2106,2014-18,34194,5697,79926,45668,25313,8470
13021,25025081700,14000US25025081700,2107,2014-18,36895,4275,90428,22271,28527,9998
13022,25025081800,14000US25025081800,2108,2014-18,30703,6759,53917,27178,28709,9309
13023,25025081900,14000US25025081900,2109,2014-18,21964,8285,0,0,19007,9750
13024,25025082000,14000US25025082000,2110,2014-18,40536,15268,86250,18340,30155,5287
13025,25025082100,14000US25025082100,2111,2014-18,20386,8709,128295,105546,16133,4974
13026,25025090100,14000US25025090100,2112,2014-18,32702,3497,82679,35782,30577,6962
13027,25025090200,14000US25025090200,2113,2014-18,30500,7786,65221,44120,27224,4949
13028,25025090300,14000US25025090300,2114,2014-18,30326,10507,66635,31392,17500,7235
13029,25025090400,14000US25025090400,2115,2014-18,37283,14227,82045,19017,21004,4119
13030,25025090600,14000US25025090600,2116,2014-18,44000,8667,53611,14181,40833,5176
13031,25025090700,14000US25025090700,2117,2014-18,70575,10101,75865,6197,62823,23441
13032,25025090901,14000US25025090901,2118,2014-18,24487,7011,0,0,24754,7433
13033,25025091001,14000US25025091001,2119,2014-18,97176,16915,118790,16927,82582,24318
13034,25025091100,14000US25025091100,2120,2014-18,79087,11786,101419,11461,60821,20964
13035,25025091200,14000US25025091200,2121,2014-18,90268,33380,121719,22154,40583,27947
13036,25025091300,14000US25025091300,2122,2014-18,38750,9920,66250,30342,31276,7129
13037,25025091400,14000US25025091400,2123,2014-18,45524,9433,103036,21101,30714,9823
13038,25025091500,14000US25025091500,2124,2014-18,54182,13118,75395,12249,31000,11364
13039,25025091600,14000US25025091600,2125,2014-18,46769,19989,87663,14606,33342,15115
13040,25025091700,14000US25025091700,2126,2014-18,43125,7381,87070,10872,31000,8293
13041,25025091800,14000US25025091800,2127,2014-18,38403,8401,70284,30897,30234,19244
13042,25025091900,14000US25025091900,2128,2014-18,50758,10516,96797,15951,25791,8163
13043,25025092000,14000US25025092000,2129,2014-18,52993,7379,76058,22997,45591,7526
13044,25025092101,14000US25025092101,2130,2014-18,56882,9045,105234,45804,35485,17140
13045,25025092200,14000US25025092200,2131,2014-18,64526,12944,104688,24206,48949,12550
13046,25025092300,14000US25025092300,2132,2014-18,50417,11157,82240,27264,36118,12547
13047,25025092400,14000US25025092400,2133,2014-18,31885,9319,61310,16087,22083,7962
13048,25025100100,14000US25025100100,2134,2014-18,29483,5999,102328,52340,22369,9137
13049,25025100200,14000US25025100200,2135,2014-18,44750,15952,77344,28744,36196,5836
13050,25025100300,14000US25025100300,2136,2014-18,51736,19837,75664,22110,28958,5849
13051,25025100400,14000US25025100400,2137,2014-18,54828,28471,98421,17811,31496,11999
13052,25025100500,14000US25025100500,2138,2014-18,46741,23090,84766,25987,24346,9730
13053,25025100601,14000US25025100601,2139,2014-18,71086,15406,90930,11871,61579,17668
13054,25025100603,14000US25025100603,2140,2014-18,89375,14315,104750,40990,71875,19994
13055,25025100700,14000US25025100700,2141,2014-18,87063,16149,129214,15002,41038,13469
13056,25025100800,14000US25025100800,2142,2014-18,88425,15179,129179,12272,46419,13309
13057,25025100900,14000US25025100900,2143,2014-18,78220,11487,96404,10953,65225,30571
13058,25025101001,14000US25025101001,2144,2014-18,44071,28321,81908,17271,23630,18758
13059,25025101002,14000US25025101002,2145,2014-18,45275,10815,88609,27177,32241,13058
13060,25025101101,14000US25025101101,2146,2014-18,53523,10134,76417,16363,42908,9035
13061,25025101102,14000US25025101102,2147,2014-18,46821,5717,63409,27563,43370,5338
13062,25025110103,14000US25025110103,2148,2014-18,83080,18632,104269,15090,46205,15264
13063,25025110201,14000US25025110201,2149,2014-18,42260,13995,81797,32602,28600,7932
13064,25025110301,14000US25025110301,2150,2014-18,74087,7434,88950,12383,43269,15656
13065,25025110401,14000US25025110401,2151,2014-18,57875,11104,95536,27385,51063,18418
13066,25025110403,14000US25025110403,2152,2014-18,85227,21144,116324,23293,41119,10178
13067,25025110501,14000US25025110501,2153,2014-18,86786,11162,121667,28631,69444,21125
13068,25025110502,14000US25025110502,2154,2014-18,97734,17774,120972,35848,57625,48244
13069,25025110601,14000US25025110601,2155,2014-18,109423,28207,130827,19729,35625,12215
13070,25025110607,14000US25025110607,2156,2014-18,107465,11412,121797,18790,85259,9994
13071,25025120103,14000US25025120103,2157,2014-18,143250,24578,182841,24263,102321,9293
13072,25025120104,14000US25025120104,2158,2014-18,89800,12281,99327,15127,79052,19653
13073,25025120105,14000US25025120105,2159,2014-18,158542,12742,158438,13007,167708,62922
13074,25025120201,14000US25025120201,2160,2014-18,71743,11603,123276,18966,43583,18487
13075,25025120301,14000US25025120301,2161,2014-18,95164,15222,108750,23372,80887,24049
13076,25025120400,14000US25025120400,2162,2014-18,91579,7859,134694,17324,62242,18740
13077,25025120500,14000US25025120500,2163,2014-18,81250,11073,149063,47690,68971,16277
13078,25025120600,14000US25025120600,2164,2014-18,103417,15911,101445,27182,110521,23440
13079,25025120700,14000US25025120700,2165,2014-18,96611,6975,115625,12660,81103,23805
13080,25025130100,14000US25025130100,2166,2014-18,104829,11545,115328,19175,85603,17823
13081,25025130200,14000US25025130200,2167,2014-18,109034,4859,125375,22096,84375,24688
13082,25025130300,14000US25025130300,2168,2014-18,118036,14590,131250,17219,0,0
13083,25025130402,14000US25025130402,2169,2014-18,72079,33706,95357,20578,0,0
13084,25025130404,14000US25025130404,2170,2014-18,73409,24912,102917,17664,50815,26198
13085,25025130406,14000US25025130406,2171,2014-18,47102,13784,131176,35214,39623,9043
13086,25025140102,14000US25025140102,2172,2014-18,83710,10676,106350,15165,46563,27626
13087,25025140105,14000US25025140105,2173,2014-18,97545,20618,103837,13262,0,0
13088,25025140106,14000US25025140106,2174,2014-18,35938,9785,106875,100816,31089,8659
13089,25025140107,14000US25025140107,2175,2014-18,69599,4788,97589,14701,39231,29917
13090,25025140201,14000US25025140201,2176,2014-18,71125,21366,103750,34415,49596,27610
13091,25025140202,14000US25025140202,2177,2014-18,85074,24170,109621,11621,55156,24090
13092,25025140300,14000US25025140300,2178,2014-18,45781,25703,84607,13352,20469,5090
13093,25025140400,14000US25025140400,2179,2014-18,62403,10177,77273,17246,44886,16271
13094,25025160101,14000US25025160101,2180,2014-18,57031,16287,94293,28287,41373,5645
13095,25025160200,14000US25025160200,2181,2014-18,49821,14494,75938,34756,46513,15537
13096,25025160300,14000US25025160300,2182,2014-18,51667,18246,105000,13326,31196,13661
13097,25025160400,14000US25025160400,2183,2014-18,54800,9511,88490,42995,49196,13123
13098,25025160501,14000US25025160501,2184,2014-18,47366,5335,85000,15472,34828,17852
13099,25025160502,14000US25025160502,2185,2014-18,51326,7898,90260,24245,34276,11518
13100,25025160601,14000US25025160601,2186,2014-18,59671,8369,72284,16013,54632,10944
13101,25025160602,14000US25025160602,2187,2014-18,62960,11208,87262,22535,37969,14273
13102,25025170100,14000US25025170100,2188,2014-18,58813,7537,80307,7623,32268,11626
13103,25025170200,14000US25025170200,2189,2014-18,48250,5617,82107,8440,29519,13989
13104,25025170300,14000US25025170300,2190,2014-18,72584,11851,82996,15546,41885,29873
13105,25025170400,14000US25025170400,2191,2014-18,48621,9115,71905,30336,35625,14667
13106,25025170501,14000US25025170501,2192,2014-18,45000,8547,61214,12544,31939,9038
13107,25025170502,14000US25025170502,2193,2014-18,53406,20174,88281,21620,25326,8186
13108,25025170601,14000US25025170601,2194,2014-18,66026,8707,95313,24538,51442,18942
13109,25025170701,14000US25025170701,2195,2014-18,52568,11425,84911,22324,34073,10725
13110,25025170702,14000US25025170702,2196,2014-18,49968,14916,55903,52372,49653,15833
13111,25025170800,14000US25025170800,2197,2014-18,54899,21327,72019,10257,42206,17698
13112,25025180101,14000US25025180101,2198,2014-18,43125,13076,72974,8933,24574,12972
13113,25025180200,14000US25025180200,2199,2014-18,76204,11589,96348,17652,36047,6281
13114,25025180301,14000US25025180301,2200,2014-18,91625,22733,111316,32199,63958,24819
13115,25025180400,14000US25025180400,2201,2014-18,81667,15999,123542,26434,59033,9594
13116,25025180500,14000US25025180500,2202,2014-18,72910,6817,92833,20492,56469,11009
13117,25025980101,14000US25025980101,2203,2014-18,0,0,0,0,0,0
13118,25025980300,14000US25025980300,2204,2014-18,0,0,0,0,0,0
13119,25025980700,14000US25025980700,2205,2014-18,0,0,0,0,0,0
13120,25025981000,14000US25025981000,2206,2014-18,0,0,0,0,0,0
13121,25025981100,14000US25025981100,2207,2014-18,43333,16524,95625,48438,33864,16117
13122,25025981201,14000US25025981201,2208,2014-18,0,0,0,0,0,0
13123,25025981202,14000US25025981202,2209,2014-18,0,0,0,0,0,0
13124,25025981300,14000US25025981300,2210,2014-18,115893,24070,124750,47197,0,0
13125,25025981501,14000US25025981501,2211,2014-18,0,0,0,0,0,0
13126,25025981502,14000US25025981502,2212,2014-18,0,0,0,0,0,0
13127,25025981600,14000US25025981600,2213,2014-18,0,0,0,0,0,0
13128,25025981700,14000US25025981700,2214,2014-18,0,0,0,0,0,0
13129,25025981800,14000US25025981800,2215,2014-18,0,0,0,0,0,0
13130,25025990101,14000US25025990101,2216,2014-18,0,0,0,0,0,0
13131,25027700100,14000US25027700100,2217,2014-18,97561,19299,97957,18977,96146,90271
13132,25027701100,14000US25027701100,2218,2014-18,71014,13538,85509,16881,34269,11751
13133,25027702200,14000US25027702200,2219,2014-18,78958,14072,86875,13600,38167,25320
13134,25027703100,14000US25027703100,2220,2014-18,54625,9997,66167,7075,40054,27343
13135,25027703200,14000US25027703200,2221,2014-18,60469,9092,67910,7466,24419,4152
13136,25027703300,14000US25027703300,2222,2014-18,50732,8568,57305,28189,29958,8340
13137,25027704200,14000US25027704200,2223,2014-18,72900,6990,74300,7545,59643,40021
13138,25027705100,14000US25027705100,2224,2014-18,70030,11247,81875,13938,36000,4252
13139,25027706100,14000US25027706100,2225,2014-18,95530,10783,98068,9449,66364,40782
13140,25027707100,14000US25027707100,2226,2014-18,44683,7378,64048,5446,20459,6006
13141,25027707200,14000US25027707200,2227,2014-18,34349,3691,59750,27956,31458,4887
13142,25027707300,14000US25027707300,2228,2014-18,44271,4435,66067,18121,42361,11404
13143,25027707400,14000US25027707400,2229,2014-18,64957,6463,73508,7782,47823,7784
13144,25027707500,14000US25027707500,2230,2014-18,58289,11925,83597,12912,30146,11719
13145,25027708100,14000US25027708100,2231,2014-18,98714,7277,102048,11446,58456,26564
13146,25027709100,14000US25027709100,2232,2014-18,71102,7776,84769,14888,34222,16960
13147,25027709201,14000US25027709201,2233,2014-18,71034,7894,90349,20018,33947,10940
13148,25027709202,14000US25027709202,2234,2014-18,43750,8084,64410,10427,33291,6631
13149,25027709400,14000US25027709400,2235,2014-18,44330,13817,56435,26768,30346,7551
13150,25027709501,14000US25027709501,2236,2014-18,98000,13184,108693,15878,41458,30792
13151,25027709502,14000US25027709502,2237,2014-18,75508,19162,91944,5307,43065,27484
13152,25027709600,14000US25027709600,2238,2014-18,50551,16282,78370,15273,43967,3618
13153,25027709701,14000US25027709701,2239,2014-18,53347,8195,73583,9572,39867,11556
13154,25027709702,14000US25027709702,2240,2014-18,62279,8153,89861,18452,24665,14805
13155,25027710100,14000US25027710100,2241,2014-18,51250,15909,70284,11484,40893,7674
13156,25027710200,14000US25027710200,2242,2014-18,73246,9384,89303,11217,51063,19203
