case_action_id	case_id	actor	action	description	date_time	file_reference_number	last_indexed
35031	35026	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-01-11 00:00:00	0	2017-02-05 14:49:43
35032	35026	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-01-11 00:00:00	0	2017-02-05 14:49:43
35041	35026	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2010-08-20 00:00:00	0	2017-02-05 14:49:43
54102	54099	Administrator/trix	Petition for Administration	Petition for Administration	2010-12-13 00:00:00	0	2017-02-05 14:49:43
54103	54099	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-14 00:00:00	0	2017-02-05 14:49:43
54104	54099	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-12-14 00:00:00	0	2017-02-05 14:49:43
54106	54099	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2011-01-03 00:00:00	0	2017-02-05 14:49:43
71574	71571	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-14 00:00:00	0	2017-02-05 14:49:43
71575	71571	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-12-14 00:00:00	0	2017-02-05 14:49:43
71576	71571	Administrator/trix	Petition for Administration	Petition for Administration	2010-12-14 00:00:00	0	2017-02-05 14:49:43
74141	74138	Administrator/trix	Petition for Administration	Petition for Administration	2010-01-15 00:00:00	0	2017-02-05 14:49:43
74142	74138	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-01-15 00:00:00	0	2017-02-05 14:49:43
74144	74138	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-01-15 00:00:00	0	2017-02-05 14:49:43
74145	74138	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-01-15 00:00:00	0	2017-02-05 14:49:43
74152	74138	Administrator/trix	Bond without sureties filed	Bond without Sureties of Ellen Halm-Owoo, Administratrix - approved March 19, 2010 by Daniel L. Gibson, Asst. Reg.	2010-03-22 00:00:00	0	2017-02-05 14:49:43
103187	103184	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-16 00:00:00	0	2017-02-05 14:49:43
103188	103184	Administrator/trix	Petition for Administration	Petition for Administration	2010-12-16 00:00:00	0	2017-02-05 14:49:43
105191	105188	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-01-03 00:00:00	0	2017-02-05 14:49:43
105192	105188	Administrator/trix	Bond without sureties filed	Bond without Sureties	2011-01-03 00:00:00	0	2017-02-05 14:49:43
105195	105188	Administrator/trix	Petition for Administration	Petition for Administration	2011-01-03 00:00:00	0	2017-02-05 14:49:43
105529	105526	Administrator/trix	Petition for Administration	Petition for Administration	2010-12-16 00:00:00	0	2017-02-05 14:49:43
105530	105526	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-17 00:00:00	0	2017-02-05 14:49:43
105531	105526	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-12-17 00:00:00	0	2017-02-05 14:49:43
114867	114859	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-01-21 00:00:00	0	2017-02-05 14:49:43
114878	114859	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-08-04 00:00:00	0	2017-02-05 14:49:43
162585	162582	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-01-04 00:00:00	0	2017-02-05 14:49:43
162588	162582	Administrator/trix	Petition for Administration	Petition for Administration	2011-01-04 00:00:00	0	2017-02-05 14:49:43
162594	162582	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-06-22 00:00:00	0	2017-02-05 14:49:43
171077	171072	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-01-25 00:00:00	0	2017-02-05 14:49:43
171079	171072	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-01-25 00:00:00	0	2017-02-05 14:49:43
172539	172536	Administrator/trix	Petition for Administration	Petition for Administration	2010-01-26 00:00:00	0	2017-02-05 14:49:43
172541	172536	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-01-26 00:00:00	0	2017-02-05 14:49:43
172542	172536	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-01-26 00:00:00	0	2017-02-05 14:49:43
172543	172536	Administrator/trix	Appointment of agent filed	Appointment of Agent	2010-01-26 00:00:00	0	2017-02-05 14:49:43
172553	172536	Administrator/trix	Appointment of agent filed	Appointment of Agent	2010-03-16 00:00:00	0	2017-02-05 14:49:43
172557	172536	Administrator/trix	Appointment of agent filed	Appointment of Agent	2010-08-11 00:00:00	0	2017-02-05 14:49:43
173323	173320	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-21 00:00:00	0	2017-02-05 14:49:43
173325	173320	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-12-21 00:00:00	0	2017-02-05 14:49:43
173326	173320	Administrator/trix	Petition for Administration	Petition for Administration	2010-12-21 00:00:00	0	2017-02-05 14:49:43
177400	177397	Administrator/trix	Petition for Administration	Petition for Administration DBN	2010-01-26 00:00:00	0	2017-02-05 14:49:43
177401	177397	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-01-26 00:00:00	0	2017-02-05 14:49:43
177402	177397	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-01-26 00:00:00	0	2017-02-05 14:49:43
192864	192861	Administrator/trix	Petition for Administration	Petition for Administration	2010-12-23 00:00:00	0	2017-02-05 14:49:43
192865	192861	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-23 00:00:00	0	2017-02-05 14:49:43
197418	197415	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-23 00:00:00	0	2017-02-05 14:49:43
197420	197415	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-12-23 00:00:00	0	2017-02-05 14:49:43
197421	197415	Administrator/trix	Appointment of agent filed	Appointment of Agent	2010-12-23 00:00:00	0	2017-02-05 14:49:43
197422	197415	Administrator/trix	Petition for Administration	Petition for Administration	2010-12-23 00:00:00	0	2017-02-05 14:49:43
200770	200767	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-24 00:00:00	0	2017-02-05 14:49:43
200772	200767	Administrator/trix	Petition for Administration	Petition for Administration	2010-12-24 00:00:00	0	2017-02-05 14:49:43
225593	225589	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-28 00:00:00	0	2017-02-05 14:49:43
232573	232570	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-28 00:00:00	0	2017-02-05 14:49:43
232575	232570	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-12-28 00:00:00	0	2017-02-05 14:49:43
232576	232570	Administrator/trix	Appointment of agent filed	Appointment of Agent	2010-12-28 00:00:00	0	2017-02-05 14:49:43
232577	232570	Administrator/trix	Petition for Administration	Petition for Administration	2010-12-28 00:00:00	0	2017-02-05 14:49:43
235526	235523	Administrator/trix	Petition for Administration	Petition for Administration	2010-01-28 00:00:00	0	2017-02-05 14:49:43
235527	235523	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-01-28 00:00:00	0	2017-02-05 14:49:43
235528	235523	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-01-28 00:00:00	0	2017-02-05 14:49:43
242176	242173	Administrator/trix	Petition for Administration	Petition for Administration DBN	2011-01-07 00:00:00	0	2017-02-05 14:49:43
246504	246501	Administrator/trix	Petition for Administration	Petition for Administration	2010-01-29 00:00:00	0	2017-02-05 14:49:43
246505	246501	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-01-29 00:00:00	0	2017-02-05 14:49:43
246506	246501	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-01-29 00:00:00	0	2017-02-05 14:49:43
247802	247799	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-31 00:00:00	0	2017-02-05 14:49:43
247804	247799	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-12-31 00:00:00	0	2017-02-05 14:49:43
247805	247799	Administrator/trix	Petition for Administration	Petition for Administration	2010-12-31 00:00:00	0	2017-02-05 14:49:43
249074	249071	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-12-31 00:00:00	0	2017-02-05 14:49:43
249075	249071	Administrator/trix	Petition for Administration	Petition for Administration	2010-12-31 00:00:00	0	2017-02-05 14:49:43
249307	249304	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-01-07 00:00:00	0	2017-02-05 14:49:43
249308	249304	Administrator/trix	Petition for Administration	Petition for Administration	2011-01-07 00:00:00	0	2017-02-05 14:49:43
249312	249304	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2011-12-02 00:00:00	0	2017-02-05 14:49:43
249317	249304	Administrator/trix	Petition for Order of Complete	Petition for Order of Complete Settlement	2012-09-12 00:00:00	0	2017-02-05 14:49:43
257317	257314	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-02 00:00:00	0	2017-02-05 14:49:43
257319	257314	Administrator/trix	Appointment of agent filed	Appointment of Agent: Jennifer Z. Flanagan, Esq.	2010-07-02 00:00:00	0	2017-02-05 14:49:43
257320	257314	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-02 00:00:00	0	2017-02-05 14:49:43
257323	257314	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2010-08-04 00:00:00	0	2017-02-05 14:49:43
258247	258244	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-01 00:00:00	0	2017-02-05 14:49:43
258249	258244	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-07-01 00:00:00	0	2017-02-05 14:49:43
258250	258244	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-01 00:00:00	0	2017-02-05 14:49:43
258259	258244	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-03-03 00:00:00	0	2017-02-05 14:49:43
259351	259348	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-01 00:00:00	0	2017-02-05 14:49:43
259353	259348	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-07-01 00:00:00	0	2017-02-05 14:49:43
259355	259348	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-01 00:00:00	0	2017-02-05 14:49:43
281000	280997	Administrator/trix	Petition for Administration	Petition for Administration	2010-02-02 00:00:00	0	2017-02-05 14:49:43
281001	280997	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-02-02 00:00:00	0	2017-02-05 14:49:43
281003	280997	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-02-02 00:00:00	0	2017-02-05 14:49:43
281005	280997	Administrator/trix	Appointment of agent filed	Appointment of Agent	2010-02-02 00:00:00	0	2017-02-05 14:49:43
283117	283114	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-07 00:00:00	0	2017-02-05 14:49:43
283119	283114	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-07-07 00:00:00	0	2017-02-05 14:49:43
283120	283114	Administrator/trix	Appointment of agent filed	Appointment of Agent: Russell P. Canevazzi, Esq.	2010-07-07 00:00:00	0	2017-02-05 14:49:43
283122	283114	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-07 00:00:00	0	2017-02-05 14:49:43
283129	283114	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-04-29 00:00:00	0	2017-02-05 14:49:43
284040	284037	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-08 00:00:00	0	2017-02-05 14:49:43
284042	284037	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-07-08 00:00:00	0	2017-02-05 14:49:43
284045	284037	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-08 00:00:00	0	2017-02-05 14:49:43
302672	302668	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-08 00:00:00	0	2017-02-05 14:49:43
302674	302668	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-07-08 00:00:00	0	2017-02-05 14:49:43
302675	302668	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-08 00:00:00	0	2017-02-05 14:49:43
318467	318464	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-15 00:00:00	0	2017-02-05 14:49:43
318470	318464	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-15 00:00:00	0	2017-02-05 14:49:43
321369	321366	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-14 00:00:00	0	2017-02-05 14:49:43
321374	321366	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-14 00:00:00	0	2017-02-05 14:49:43
321387	321366	Administrator/trix	Petition for Allowance of Acco	Petition for Allowance of Account	2012-04-20 00:00:00	0	2017-02-05 14:49:43
323725	323722	Administrator/trix	Petition for Administration	Petition for Administration	2010-02-04 00:00:00	0	2017-02-05 14:49:43
323728	323722	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-02-04 00:00:00	0	2017-02-05 14:49:43
329062	329059	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-16 00:00:00	0	2017-02-05 14:49:43
329067	329059	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-16 00:00:00	0	2017-02-05 14:49:43
340729	340726	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-20 00:00:00	0	2017-02-05 14:49:43
340731	340726	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-20 00:00:00	0	2017-02-05 14:49:43
343112	343109	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-01-11 00:00:00	0	2017-02-05 14:49:43
343114	343109	Administrator/trix	Petition for Administration	Petition for Administration	2011-01-11 00:00:00	0	2017-02-05 14:49:43
343124	343109	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-11-02 00:00:00	0	2017-02-05 14:49:43
344749	344746	Administrator/trix	Petition for Administration	Petition for Administration	2010-02-04 00:00:00	0	2017-02-05 14:49:43
344751	344746	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-02-04 00:00:00	0	2017-02-05 14:49:43
346588	346585	Administrator/trix	Petition for Administration	Petition for Administration	2010-02-05 00:00:00	0	2017-02-05 14:49:43
346589	346585	Administrator/trix	Appointment of agent filed	Appointment of Agent	2010-02-05 00:00:00	0	2017-02-05 14:49:43
346591	346585	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-02-05 00:00:00	0	2017-02-05 14:49:43
346596	346585	Administrator/trix	Appointment of agent filed	Appointment of Agent	2010-02-23 00:00:00	0	2017-02-05 14:49:43
356238	356235	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-22 00:00:00	0	2017-02-05 14:49:43
356242	356235	Administrator/trix	Appointment of agent filed	Appointment of Agent: Jeffrey D. Williams	2010-07-22 00:00:00	0	2017-02-05 14:49:43
356243	356235	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-22 00:00:00	0	2017-02-05 14:49:43
356250	356235	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-09-06 00:00:00	0	2017-02-05 14:49:43
356252	356235	Administrator/trix	Petition for Order of Complete	Petition for Order of Complete Settlement	2012-12-31 00:00:00	0	2017-02-05 14:49:43
369574	369571	Administrator/trix	Petition for Administration	Petition for Administration	2010-02-08 00:00:00	0	2017-02-05 14:49:43
369576	369571	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-02-08 00:00:00	0	2017-02-05 14:49:43
371500	371497	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-27 00:00:00	0	2017-02-05 14:49:43
371502	371497	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-27 00:00:00	0	2017-02-05 14:49:43
391749	391746	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-01-13 00:00:00	0	2017-02-05 14:49:43
391752	391746	Administrator/trix	Petition for Administration	Petition for Administration	2011-01-13 00:00:00	0	2017-02-05 14:49:43
403286	403282	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-07-29 00:00:00	0	2017-02-05 14:49:43
403289	403282	Administrator/trix	Petition for Administration	Petition for Administration	2010-07-29 00:00:00	0	2017-02-05 14:49:43
417382	417379	Administrator/trix	Petition for Administration	Petition for Administration	2010-02-12 00:00:00	0	2017-02-05 14:49:43
417385	417379	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-02-12 00:00:00	0	2017-02-05 14:49:43
422388	422385	Administrator/trix	Petition for Administration	Petition for Administration	2010-02-12 00:00:00	0	2017-02-05 14:49:43
422392	422385	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-02-12 00:00:00	0	2017-02-05 14:49:43
434075	434072	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-01-14 00:00:00	0	2017-02-05 14:49:43
434079	434072	Administrator/trix	Petition for Administration	Petition for Administration	2011-01-14 00:00:00	0	2017-02-05 14:49:43
471891	471888	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-04 00:00:00	0	2017-02-05 14:49:43
471893	471888	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-04 00:00:00	0	2017-02-05 14:49:43
474423	474420	Administrator/trix	Petition for Administration	Petition for Administration	2010-02-19 00:00:00	0	2017-02-05 14:49:43
474426	474420	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-02-19 00:00:00	0	2017-02-05 14:49:43
488544	488541	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-05 00:00:00	0	2017-02-05 14:49:43
488547	488541	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-05 00:00:00	0	2017-02-05 14:49:43
491335	491332	Administrator/trix	Petition for Administration	Petition for Administration CTA	2010-02-22 00:00:00	0	2017-02-05 14:49:43
491338	491332	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-02-22 00:00:00	0	2017-02-05 14:49:43
491971	491968	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-06 00:00:00	0	2017-02-05 14:49:43
491975	491968	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-06 00:00:00	0	2017-02-05 14:49:43
505007	505004	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-09 00:00:00	0	2017-02-05 14:49:43
505009	505004	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-09 00:00:00	0	2017-02-05 14:49:43
511823	511820	Administrator/trix	Petition for Administration	Petition for Administration - fee paid in 10P0389 (case filed in error)	2010-02-23 00:00:00	0	2017-02-05 14:49:43
518144	518141	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-10 00:00:00	0	2017-02-05 14:49:43
518147	518141	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-10 00:00:00	0	2017-02-05 14:49:43
525221	525218	Administrator/trix	Petition for Administration	Petition for Administration	2010-02-24 00:00:00	0	2017-02-05 14:49:43
525224	525218	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-02-24 00:00:00	0	2017-02-05 14:49:43
525800	525797	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-11 00:00:00	0	2017-02-05 14:49:43
525803	525797	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-11 00:00:00	0	2017-02-05 14:49:43
533982	533979	Administrator/trix	Petition for Probate of Will a	Petition for Probate of Will and Appointment of Executor	2010-02-24 00:00:00	0	2017-02-05 14:49:43
533983	533979	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-02-24 00:00:00	0	2017-02-05 14:49:43
544095	544092	Administrator/trix	Petition for Administration	Petition for Administration DBN/CTA	2010-02-26 00:00:00	0	2017-02-05 14:49:43
564747	564744	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-01 00:00:00	0	2017-02-05 14:49:43
564748	564744	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-01 00:00:00	0	2017-02-05 14:49:43
568368	568365	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-01 00:00:00	0	2017-02-05 14:49:43
568371	568365	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-01 00:00:00	0	2017-02-05 14:49:43
568372	568365	Administrator/trix	Appointment of agent filed	Appointment of Agent	2010-03-01 00:00:00	0	2017-02-05 14:49:43
583506	583503	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-02 00:00:00	0	2017-02-05 14:49:43
583509	583503	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-02 00:00:00	0	2017-02-05 14:49:43
586343	586340	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-13 00:00:00	0	2017-02-05 14:49:43
586346	586340	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-13 00:00:00	0	2017-02-05 14:49:43
599339	599336	Administrator/trix	Petition for Administration	Petition for Administration	2011-09-27 00:00:00	0	2017-02-05 14:49:43
599340	599336	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-09-27 00:00:00	0	2017-02-05 14:49:43
599709	599706	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-03 00:00:00	0	2017-02-05 14:49:43
599712	599706	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-03 00:00:00	0	2017-02-05 14:49:43
599715	599706	Administrator/trix	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2010-03-03 00:00:00	0	2017-02-05 14:49:43
600082	600079	Administrator/trix	Petition for Administration	Petition for Administration	2011-09-27 00:00:00	0	2017-02-05 14:49:43
600083	600079	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-09-27 00:00:00	0	2017-02-05 14:49:43
600587	600584	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-16 00:00:00	0	2017-02-05 14:49:43
600590	600584	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-16 00:00:00	0	2017-02-05 14:49:43
601881	601878	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-03 00:00:00	0	2017-02-05 14:49:43
601883	601878	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-03 00:00:00	0	2017-02-05 14:49:43
601950	601947	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-16 00:00:00	0	2017-02-05 14:49:43
601953	601947	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-16 00:00:00	0	2017-02-05 14:49:43
603499	603496	Administrator/trix	Petition for Administration	Petition for Administration	2011-09-26 00:00:00	0	2017-02-05 14:49:43
603500	603496	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-09-26 00:00:00	0	2017-02-05 14:49:43
605823	605820	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-04 00:00:00	0	2017-02-05 14:49:43
605826	605820	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-04 00:00:00	0	2017-02-05 14:49:43
608606	608603	Administrator/trix	Petition for Administration	Petition for Administration DBN	2010-03-04 00:00:00	0	2017-02-05 14:49:43
609234	609231	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-04 00:00:00	0	2017-02-05 14:49:43
609235	609231	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-04 00:00:00	0	2017-02-05 14:49:43
610440	610436	Administrator/trix	Petition for Administration	Petition for Administration	2011-09-30 00:00:00	0	2017-02-05 14:49:43
610441	610436	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-09-30 00:00:00	0	2017-02-05 14:49:43
612609	612606	Administrator/trix	Petition for Administration	Petition for Administration	2011-09-30 00:00:00	0	2017-02-05 14:49:43
612610	612606	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-09-30 00:00:00	0	2017-02-05 14:49:43
615473	615470	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-18 00:00:00	0	2017-02-05 14:49:43
615477	615470	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-18 00:00:00	0	2017-02-05 14:49:43
615892	615889	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-19 00:00:00	0	2017-02-05 14:49:43
615896	615889	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-19 00:00:00	0	2017-02-05 14:49:43
617988	617985	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-03 00:00:00	0	2017-02-05 14:49:43
617989	617985	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-03 00:00:00	0	2017-02-05 14:49:43
619167	619164	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-03 00:00:00	0	2017-02-05 14:49:43
619168	619164	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-03 00:00:00	0	2017-02-05 14:49:43
619180	619164	Administrator/trix	Petition for Order of Complete	Petition for Order of Complete Settlement	2013-01-14 00:00:00	0	2017-02-05 14:49:43
619417	619414	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-03 00:00:00	0	2017-02-05 14:49:43
619418	619414	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-03 00:00:00	0	2017-02-05 14:49:43
619429	619414	Administrator/trix	Petition for Order of Complete	Petition for Order of Complete Settlement	2013-01-14 00:00:00	0	2017-02-05 14:49:43
635742	635739	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-07 00:00:00	0	2017-02-05 14:49:43
635743	635739	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-07 00:00:00	0	2017-02-05 14:49:43
643891	643888	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-08 00:00:00	0	2017-02-05 14:49:43
643895	643888	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-08 00:00:00	0	2017-02-05 14:49:43
645384	645381	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-09 00:00:00	0	2017-02-05 14:49:43
645385	645381	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-09 00:00:00	0	2017-02-05 14:49:43
646679	646676	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-09 00:00:00	0	2017-02-05 14:49:43
646680	646676	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-09 00:00:00	0	2017-02-05 14:49:43
649503	649500	Administrator/trix	Petition for Administration	Petition for Administration	2010-03-09 00:00:00	0	2017-02-05 14:49:43
649505	649500	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-03-09 00:00:00	0	2017-02-05 14:49:43
650120	650117	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-20 00:00:00	0	2017-02-05 14:49:43
650124	650117	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-20 00:00:00	0	2017-02-05 14:49:43
650482	650479	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-08-18 00:00:00	0	2017-02-05 14:49:43
650485	650479	Administrator/trix	Petition for Administration	Petition for Administration	2010-08-18 00:00:00	0	2017-02-05 14:49:43
658741	658737	Administrator/trix	Petition for Administration	Petition for Administration	2012-01-09 00:00:00	0	2017-02-05 14:49:43
658743	658737	Administrator/trix	Certificate of Death filed	Certificate of Death	2012-01-09 00:00:00	0	2017-02-05 14:49:43
660943	660940	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-11 00:00:00	0	2017-02-05 14:49:43
660944	660940	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-11 00:00:00	0	2017-02-05 14:49:43
662697	662694	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-11 00:00:00	0	2017-02-05 14:49:43
662699	662694	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-12 00:00:00	0	2017-02-05 14:49:43
668233	668230	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-12 00:00:00	0	2017-02-05 14:49:43
668234	668230	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-12 00:00:00	0	2017-02-05 14:49:43
669114	669110	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-12 00:00:00	0	2017-02-05 14:49:43
669115	669110	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-10-12 00:00:00	0	2017-02-05 14:49:43
669892	669888	Administrator/trix	Petition for Administration	Petition for Administration DBN	2011-10-12 00:00:00	0	2017-02-05 14:49:43
671323	671320	Administrator/trix	Petition for Administration	Petition for Administration	2011-10-13 00:00:00	0	2017-02-05 14:49:43
