seq_id,ct10_id,geoid,logrecno,acs_year,totpop,totpop_me,nhpop,nhpop_me,nhwhi,nhwhi_me,nhaa,nhaa_me,nhna,nhna_me,nhas,nhas_me,nhpi,nhpi_me,nhoth,nhoth_me,nhmlt,nhmlt_me,lat,lat_me,nh_p,nh_mep,nhwhi_p,nhwhi_mep,nhaa_p,nhaa_mep,nhna_p,nhna_mep,nhas_p,nhas_mep,nhpi_p,nhpi_mep,nhoth_p,nhoth_mep,nhmlt_p,nhmlt_mep,lat_p,lat_mep
1894,25013800300,14000US25013800300,1323,2014-18,4255,346,2269,184,1394,194,565,85,0,12,130,140,0,12,0,12,180,167,1986,364,53.3299999999999983,6.120000000000000107,32.75999999999999801,3.70000000000000018,13.279999999999999361,1.679999999999999938,0.000000000000000000,0.280000000000000027,3.060000000000000053,3.279999999999999805,0.000000000000000000,0.280000000000000027,0.000000000000000000,0.280000000000000027,4.230000000000000426,3.910000000000000142,46.670000000000001705,7.669999999999999929
1895,25013800400,14000US25013800400,1324,2014-18,6356,582,2875,419,2152,381,523,294,0,17,28,46,0,17,0,17,172,175,3481,540,45.2299999999999969,5.129999999999999893,33.85999999999999943,5.12999999999999989,8.230000000000000426,4.559999999999999609,0.000000000000000000,0.270000000000000018,0.440000000000000002,0.719999999999999973,0.000000000000000000,0.270000000000000018,0.000000000000000000,0.270000000000000018,2.709999999999999964,2.740000000000000213,54.770000000000003126,6.860000000000000320
1896,25013800500,14000US25013800500,1325,2014-18,3766,481,1372,164,962,196,319,192,0,12,21,23,0,12,25,32,45,60,2394,488,36.4299999999999997,6.370000000000000107,25.53999999999999915,4.04999999999999982,8.470000000000000639,4.980000000000000426,0.000000000000000000,0.320000000000000007,0.560000000000000053,0.609999999999999987,0.000000000000000000,0.320000000000000007,0.660000000000000031,0.849999999999999978,1.189999999999999947,1.590000000000000080,63.570000000000000284,10.099999999999999645
1897,25013800600,14000US25013800600,1326,2014-18,2529,413,267,216,27,27,234,218,0,12,0,12,0,12,1,4,5,8,2262,375,10.5600000000000005,8.369999999999999218,1.07000000000000006,1.05000000000000004,9.250000000000000000,8.490000000000000213,0.000000000000000000,0.469999999999999973,0.000000000000000000,0.469999999999999973,0.000000000000000000,0.469999999999999973,0.040000000000000001,0.160000000000000003,0.200000000000000011,0.309999999999999998,89.439999999999997726,2.549999999999999822
1898,25013800700,14000US25013800700,1327,2014-18,4291,392,613,166,132,101,452,120,0,12,29,46,0,12,0,12,0,12,3678,398,14.2899999999999991,3.640000000000000124,3.08000000000000007,2.33999999999999986,10.529999999999999361,2.629999999999999893,0.000000000000000000,0.280000000000000027,0.680000000000000049,1.070000000000000062,0.000000000000000000,0.280000000000000027,0.000000000000000000,0.280000000000000027,0.000000000000000000,0.280000000000000027,85.709999999999993747,4.969999999999999751
1899,25013800800,14000US25013800800,1328,2014-18,2125,255,479,243,225,121,236,182,0,12,0,12,0,12,13,21,5,7,1646,291,22.5399999999999991,11.109999999999999432,10.58999999999999986,5.54999999999999982,11.109999999999999432,8.460000000000000853,0.000000000000000000,0.560000000000000053,0.000000000000000000,0.560000000000000053,0.000000000000000000,0.560000000000000053,0.609999999999999987,0.989999999999999991,0.239999999999999991,0.330000000000000016,77.459999999999993747,10.060000000000000497
1900,25013800900,14000US25013800900,1329,2014-18,4278,407,822,244,331,139,476,240,0,12,0,12,0,12,0,12,15,11,3456,398,19.2100000000000009,5.400000000000000355,7.74000000000000021,3.16000000000000014,11.130000000000000782,5.509999999999999787,0.000000000000000000,0.280000000000000027,0.000000000000000000,0.280000000000000027,0.000000000000000000,0.280000000000000027,0.000000000000000000,0.280000000000000027,0.349999999999999978,0.250000000000000000,80.790000000000006253,5.240000000000000213
1901,25013801101,14000US25013801101,1330,2014-18,1865,278,446,143,169,73,215,138,0,12,14,23,0,12,0,12,48,51,1419,302,23.9100000000000001,6.790000000000000036,9.06000000000000050,3.66999999999999993,11.529999999999999361,7.200000000000000178,0.000000000000000000,0.640000000000000013,0.750000000000000000,1.229999999999999982,0.000000000000000000,0.640000000000000013,0.000000000000000000,0.640000000000000013,2.569999999999999840,2.709999999999999964,76.090000000000003411,11.560000000000000497
1902,25013801102,14000US25013801102,1331,2014-18,1146,157,561,128,369,91,131,70,7,10,33,27,0,12,16,28,5,7,585,156,48.9500000000000028,8.929999999999999716,32.20000000000000284,6.59999999999999964,11.429999999999999716,5.900000000000000355,0.609999999999999987,0.869999999999999996,2.879999999999999893,2.319999999999999840,0.000000000000000000,1.050000000000000044,1.399999999999999911,2.439999999999999947,0.440000000000000002,0.609999999999999987,51.049999999999997158,11.679999999999999716
1903,25013801200,14000US25013801200,1332,2014-18,2474,382,850,161,317,161,510,159,0,12,4,8,0,12,0,12,19,21,1624,407,34.3599999999999994,3.770000000000000018,12.81000000000000050,6.20000000000000018,20.609999999999999432,5.580000000000000071,0.000000000000000000,0.489999999999999991,0.160000000000000003,0.320000000000000007,0.000000000000000000,0.489999999999999991,0.000000000000000000,0.489999999999999991,0.770000000000000018,0.839999999999999969,65.640000000000000568,12.960000000000000853
1904,25013801300,14000US25013801300,1333,2014-18,5012,608,2817,477,560,166,1715,451,0,17,28,37,0,17,11,17,503,288,2195,459,56.2100000000000009,6.639999999999999680,11.16999999999999993,3.02000000000000002,34.219999999999998863,7.980000000000000426,0.000000000000000000,0.340000000000000024,0.560000000000000053,0.739999999999999991,0.000000000000000000,0.340000000000000024,0.220000000000000001,0.340000000000000024,10.039999999999999147,5.620000000000000107,43.789999999999999147,7.459999999999999964
1905,25013801401,14000US25013801401,1334,2014-18,3837,457,2119,449,394,119,1556,376,0,12,151,218,0,12,0,12,18,21,1718,339,55.2299999999999969,9.679999999999999716,10.26999999999999957,2.85000000000000009,40.549999999999997158,8.529999999999999361,0.000000000000000000,0.309999999999999998,3.939999999999999947,5.660000000000000142,0.000000000000000000,0.309999999999999998,0.000000000000000000,0.309999999999999998,0.469999999999999973,0.540000000000000036,44.770000000000003126,7.040000000000000036
1906,25013801402,14000US25013801402,1335,2014-18,2048,203,1169,144,510,185,554,125,0,12,53,48,0,12,0,12,52,46,879,148,57.0799999999999983,4.169999999999999929,24.89999999999999858,8.68999999999999950,27.050000000000000711,5.480000000000000426,0.000000000000000000,0.589999999999999969,2.589999999999999858,2.330000000000000071,0.000000000000000000,0.589999999999999969,0.000000000000000000,0.589999999999999969,2.540000000000000036,2.229999999999999982,42.920000000000001705,5.839999999999999858
1907,25013801501,14000US25013801501,1336,2014-18,5349,621,3610,363,1343,333,1932,219,85,146,10,18,0,17,20,36,220,144,1739,503,67.4899999999999949,10.369999999999999218,25.10999999999999943,5.50000000000000000,36.119999999999997442,5.860000000000000320,1.590000000000000080,2.720000000000000195,0.190000000000000002,0.340000000000000024,0.000000000000000000,0.320000000000000007,0.369999999999999996,0.670000000000000040,4.110000000000000320,2.649999999999999911,32.509999999999998010,8.609999999999999432
1908,25013801502,14000US25013801502,1337,2014-18,2955,316,1761,290,797,250,950,191,0,12,14,23,0,12,0,12,0,12,1194,272,59.5900000000000034,7.459999999999999964,26.96999999999999886,7.95000000000000018,32.149999999999998579,5.469999999999999751,0.000000000000000000,0.409999999999999976,0.469999999999999973,0.780000000000000027,0.000000000000000000,0.409999999999999976,0.000000000000000000,0.409999999999999976,0.000000000000000000,0.409999999999999976,40.409999999999996589,8.130000000000000782
1909,25013801503,14000US25013801503,1338,2014-18,4234,368,2444,287,1281,181,949,195,0,12,97,84,0,12,0,12,117,73,1790,265,57.7199999999999989,4.559999999999999609,30.26000000000000156,3.37000000000000011,22.410000000000000142,4.169999999999999929,0.000000000000000000,0.280000000000000027,2.290000000000000036,1.969999999999999973,0.000000000000000000,0.280000000000000027,0.000000000000000000,0.280000000000000027,2.759999999999999787,1.709999999999999964,42.280000000000001137,5.070000000000000284
1910,25013801602,14000US25013801602,1340,2014-18,4767,316,3654,289,2564,238,865,192,0,12,77,62,0,12,63,87,85,65,1113,191,76.6500000000000057,3.310000000000000053,53.78999999999999915,3.49000000000000021,18.149999999999998579,3.839999999999999858,0.000000000000000000,0.250000000000000000,1.620000000000000107,1.300000000000000044,0.000000000000000000,0.250000000000000000,1.320000000000000062,1.820000000000000062,1.780000000000000027,1.360000000000000098,23.350000000000001421,3.700000000000000178
1911,25013801603,14000US25013801603,1341,2014-18,3732,293,3065,233,2333,212,469,171,8,15,87,89,0,12,0,12,168,108,667,250,82.1299999999999955,8.980000000000000426,62.50999999999999801,2.85999999999999988,12.570000000000000284,4.469999999999999751,0.209999999999999992,0.400000000000000022,2.330000000000000071,2.379999999999999893,0.000000000000000000,0.320000000000000007,0.000000000000000000,0.320000000000000007,4.500000000000000000,2.870000000000000107,17.870000000000000995,6.549999999999999822
1912,25013801604,14000US25013801604,1342,2014-18,3906,259,3416,245,2653,234,537,127,0,12,56,45,0,12,15,21,155,89,490,93,87.4599999999999937,2.390000000000000124,67.92000000000000171,3.95000000000000018,13.750000000000000000,3.120000000000000107,0.000000000000000000,0.309999999999999998,1.429999999999999938,1.149999999999999911,0.000000000000000000,0.309999999999999998,0.380000000000000004,0.540000000000000036,3.970000000000000195,2.259999999999999787,12.539999999999999147,2.229999999999999982
1913,25013801605,14000US25013801605,1343,2014-18,5085,427,3655,464,2356,335,1071,340,24,26,110,88,0,17,0,17,94,70,1430,389,71.8799999999999955,6.839999999999999858,46.32999999999999829,5.32000000000000028,21.059999999999998721,6.450000000000000178,0.469999999999999973,0.510000000000000009,2.160000000000000142,1.719999999999999973,0.000000000000000000,0.330000000000000016,0.000000000000000000,0.330000000000000016,1.850000000000000089,1.370000000000000107,28.120000000000000995,7.280000000000000249
1914,25013801700,14000US25013801700,1344,2014-18,7832,498,5693,488,2409,202,3087,462,0,17,75,50,12,19,0,17,110,70,2139,391,72.6899999999999977,4.179999999999999716,30.76000000000000156,1.67999999999999994,39.420000000000001705,5.339999999999999858,0.000000000000000000,0.220000000000000001,0.959999999999999964,0.640000000000000013,0.149999999999999994,0.239999999999999991,0.000000000000000000,0.220000000000000001,1.399999999999999911,0.890000000000000013,27.309999999999998721,4.679999999999999716
1915,25013801800,14000US25013801800,1345,2014-18,4099,451,1556,306,574,176,948,332,0,12,6,12,0,12,0,12,28,25,2543,420,37.9600000000000009,6.190000000000000391,14.00000000000000000,4.00999999999999979,23.129999999999999005,7.690000000000000391,0.000000000000000000,0.289999999999999980,0.149999999999999994,0.289999999999999980,0.000000000000000000,0.289999999999999980,0.000000000000000000,0.289999999999999980,0.680000000000000049,0.609999999999999987,62.039999999999999147,7.639999999999999680
1916,25013801901,14000US25013801901,1346,2014-18,4101,482,2113,409,472,137,1419,374,0,12,51,82,0,12,141,202,30,31,1988,487,51.5200000000000031,7.919999999999999929,11.50999999999999979,3.04999999999999982,34.600000000000001421,8.160000000000000142,0.000000000000000000,0.289999999999999980,1.239999999999999991,1.989999999999999991,0.000000000000000000,0.289999999999999980,3.439999999999999947,4.910000000000000142,0.729999999999999982,0.750000000000000000,48.479999999999996874,10.419999999999999929
1917,25013801902,14000US25013801902,1347,2014-18,3561,526,1196,376,727,240,398,231,0,12,17,21,0,12,0,12,54,56,2365,500,33.5900000000000034,9.320000000000000284,20.42000000000000171,6.03000000000000025,11.179999999999999716,6.269999999999999574,0.000000000000000000,0.340000000000000024,0.479999999999999982,0.589999999999999969,0.000000000000000000,0.340000000000000024,0.000000000000000000,0.340000000000000024,1.520000000000000018,1.560000000000000053,66.409999999999996589,10.050000000000000711
1918,25013802000,14000US25013802000,1348,2014-18,3083,372,847,299,300,174,355,149,0,12,170,210,0,12,0,12,22,24,2236,447,27.4699999999999989,9.109999999999999432,9.73000000000000043,5.51999999999999957,11.509999999999999787,4.629999999999999893,0.000000000000000000,0.390000000000000013,5.509999999999999787,6.780000000000000249,0.000000000000000000,0.390000000000000013,0.000000000000000000,0.390000000000000013,0.709999999999999964,0.770000000000000018,72.530000000000001137,11.560000000000000497
1919,25013802100,14000US25013802100,1349,2014-18,6108,597,3691,490,2624,485,729,169,0,17,204,226,0,17,18,28,116,124,2417,467,60.4299999999999997,5.429999999999999716,42.96000000000000085,6.74000000000000021,11.939999999999999503,2.509999999999999787,0.000000000000000000,0.280000000000000027,3.339999999999999858,3.689999999999999947,0.000000000000000000,0.280000000000000027,0.289999999999999980,0.460000000000000020,1.899999999999999911,2.020000000000000018,39.570000000000000284,6.599999999999999645
1920,25013802200,14000US25013802200,1350,2014-18,3193,380,1264,195,598,160,399,137,25,41,188,102,0,12,10,18,44,66,1929,388,39.5900000000000034,3.890000000000000124,18.73000000000000043,4.49000000000000021,12.500000000000000000,4.019999999999999574,0.780000000000000027,1.280000000000000027,5.889999999999999680,3.120000000000000107,0.000000000000000000,0.380000000000000004,0.309999999999999998,0.560000000000000053,1.379999999999999893,2.060000000000000053,60.409999999999996589,9.800000000000000711
1921,25013802300,14000US25013802300,1351,2014-18,7168,806,3374,677,1206,515,1399,444,0,17,445,295,0,17,0,17,324,294,3794,917,47.0700000000000003,7.820000000000000284,16.82000000000000028,6.92999999999999972,19.519999999999999574,5.790000000000000036,0.000000000000000000,0.239999999999999991,6.209999999999999964,4.059999999999999609,0.000000000000000000,0.239999999999999991,0.000000000000000000,0.239999999999999991,4.519999999999999574,4.070000000000000284,52.929999999999999716,11.320000000000000284
1922,25013802400,14000US25013802400,1352,2014-18,3846,203,3323,199,2602,244,354,88,0,12,197,199,0,12,0,12,170,121,523,125,86.4000000000000057,2.439999999999999947,67.65000000000000568,5.24000000000000021,9.199999999999999289,2.240000000000000213,0.000000000000000000,0.309999999999999998,5.120000000000000107,5.169999999999999929,0.000000000000000000,0.309999999999999998,0.000000000000000000,0.309999999999999998,4.419999999999999929,3.140000000000000124,13.599999999999999645,3.169999999999999929
1923,25013802500,14000US25013802500,1353,2014-18,6639,384,5328,392,3881,361,813,238,81,85,341,172,0,17,0,17,212,128,1311,286,80.2500000000000000,3.649999999999999911,58.46000000000000085,4.25999999999999979,12.250000000000000000,3.509999999999999787,1.219999999999999973,1.280000000000000027,5.139999999999999680,2.569999999999999840,0.000000000000000000,0.260000000000000009,0.000000000000000000,0.260000000000000009,3.189999999999999947,1.919999999999999929,19.750000000000000000,4.150000000000000355
1924,25013802601,14000US25013802601,1354,2014-18,7555,724,4265,693,2529,403,1417,584,42,58,149,156,0,17,0,17,128,81,3290,644,56.4500000000000028,7.410000000000000142,33.46999999999999886,4.25999999999999979,18.760000000000001563,7.519999999999999574,0.560000000000000053,0.770000000000000018,1.969999999999999973,2.060000000000000053,0.000000000000000000,0.230000000000000010,0.000000000000000000,0.230000000000000010,1.689999999999999947,1.060000000000000053,43.549999999999997158,7.429999999999999716
1925,25013802602,14000US25013802602,1355,2014-18,1965,200,1796,215,1500,148,129,99,0,12,140,187,0,12,0,12,27,29,169,93,91.4000000000000057,5.759999999999999787,76.34000000000000341,10.82000000000000028,6.559999999999999609,4.990000000000000213,0.000000000000000000,0.609999999999999987,7.120000000000000107,9.490000000000000213,0.000000000000000000,0.609999999999999987,0.000000000000000000,0.609999999999999987,1.370000000000000107,1.469999999999999973,8.599999999999999645,4.650000000000000355
1926,25013810100,14000US25013810100,1356,2014-18,6268,315,6003,331,5586,400,105,134,0,17,149,203,0,17,0,17,163,142,265,138,95.7699999999999960,2.169999999999999929,89.12000000000000455,4.54999999999999982,1.679999999999999938,2.140000000000000124,0.000000000000000000,0.270000000000000018,2.379999999999999893,3.240000000000000213,0.000000000000000000,0.270000000000000018,0.000000000000000000,0.270000000000000018,2.600000000000000089,2.259999999999999787,4.230000000000000426,2.189999999999999947
1927,25013810200,14000US25013810200,1357,2014-18,2376,241,2235,235,2170,240,0,12,0,12,65,69,0,12,0,12,0,12,141,127,94.0699999999999932,2.609999999999999876,91.32999999999999829,4.03000000000000025,0.000000000000000000,0.510000000000000009,0.000000000000000000,0.510000000000000009,2.740000000000000213,2.890000000000000124,0.000000000000000000,0.510000000000000009,0.000000000000000000,0.510000000000000009,0.000000000000000000,0.510000000000000009,5.929999999999999716,5.309999999999999609
1928,25013810300,14000US25013810300,1358,2014-18,3607,215,3338,281,3037,331,110,92,0,12,0,12,0,12,0,12,191,165,269,215,92.5400000000000063,5.500000000000000000,84.20000000000000284,7.67999999999999972,3.049999999999999822,2.540000000000000036,0.000000000000000000,0.330000000000000016,0.000000000000000000,0.330000000000000016,0.000000000000000000,0.330000000000000016,0.000000000000000000,0.330000000000000016,5.299999999999999822,4.559999999999999609,7.459999999999999964,5.940000000000000391
1929,25013810403,14000US25013810403,1359,2014-18,4018,357,3616,343,3461,331,98,114,0,12,0,12,0,12,0,12,57,58,402,269,90.0000000000000000,2.990000000000000213,86.14000000000000057,3.04999999999999982,2.439999999999999947,2.830000000000000071,0.000000000000000000,0.299999999999999989,0.000000000000000000,0.299999999999999989,0.000000000000000000,0.299999999999999989,0.000000000000000000,0.299999999999999989,1.419999999999999929,1.439999999999999947,10.000000000000000000,6.639999999999999680
1930,25013810404,14000US25013810404,1360,2014-18,3817,249,3613,283,3499,289,34,56,0,12,0,12,0,12,0,12,80,77,204,176,94.6599999999999966,4.099999999999999645,91.67000000000000171,4.63999999999999968,0.890000000000000013,1.469999999999999973,0.000000000000000000,0.309999999999999998,0.000000000000000000,0.309999999999999998,0.000000000000000000,0.309999999999999998,0.000000000000000000,0.309999999999999998,2.100000000000000089,2.009999999999999787,5.339999999999999858,4.599999999999999645
1931,25013810412,14000US25013810412,1361,2014-18,6240,323,5980,317,5786,368,42,47,13,23,139,164,0,17,0,17,0,17,260,155,95.8299999999999983,1.100000000000000089,92.71999999999999886,3.43000000000000016,0.670000000000000040,0.750000000000000000,0.209999999999999992,0.369999999999999996,2.229999999999999982,2.629999999999999893,0.000000000000000000,0.270000000000000018,0.000000000000000000,0.270000000000000018,0.000000000000000000,0.270000000000000018,4.169999999999999929,2.470000000000000195
1932,25013810414,14000US25013810414,1362,2014-18,7261,381,6302,450,5979,476,170,72,0,17,66,61,0,17,0,17,87,109,959,362,86.7900000000000063,4.200000000000000178,82.34000000000000341,4.92999999999999972,2.339999999999999858,0.979999999999999982,0.000000000000000000,0.230000000000000010,0.910000000000000031,0.839999999999999969,0.000000000000000000,0.230000000000000010,0.000000000000000000,0.230000000000000010,1.199999999999999956,1.500000000000000000,13.210000000000000853,4.940000000000000391
1933,25013810601,14000US25013810601,1363,2014-18,4115,313,3277,330,2688,303,266,129,0,12,244,153,0,12,0,12,79,63,838,288,79.6400000000000006,5.259999999999999787,65.31999999999999318,5.42999999999999972,6.459999999999999964,3.100000000000000089,0.000000000000000000,0.289999999999999980,5.929999999999999716,3.689999999999999947,0.000000000000000000,0.289999999999999980,0.000000000000000000,0.289999999999999980,1.919999999999999929,1.520000000000000018,20.359999999999999432,6.830000000000000071
1934,25013810602,14000US25013810602,1364,2014-18,2729,260,2717,260,2636,274,32,33,13,19,36,55,0,12,0,12,0,12,12,9,99.5600000000000023,0.890000000000000013,96.59000000000000341,4.00999999999999979,1.169999999999999929,1.199999999999999956,0.479999999999999982,0.689999999999999947,1.320000000000000062,2.009999999999999787,0.000000000000000000,0.440000000000000002,0.000000000000000000,0.440000000000000002,0.000000000000000000,0.440000000000000002,0.440000000000000002,0.330000000000000016
1935,25013810700,14000US25013810700,1365,2014-18,6787,526,5432,512,4606,545,520,358,14,23,18,28,0,17,0,17,274,245,1355,526,80.0400000000000063,4.290000000000000036,67.87000000000000455,6.07000000000000028,7.660000000000000142,5.240000000000000213,0.209999999999999992,0.340000000000000024,0.270000000000000018,0.409999999999999976,0.000000000000000000,0.250000000000000000,0.000000000000000000,0.250000000000000000,4.040000000000000036,3.600000000000000089,19.960000000000000853,7.589999999999999858
1936,25013810800,14000US25013810800,1366,2014-18,3876,292,2936,262,2784,253,70,75,0,12,0,12,0,12,0,12,82,83,940,182,75.7500000000000000,3.620000000000000107,71.82999999999999829,3.64999999999999991,1.810000000000000053,1.929999999999999938,0.000000000000000000,0.309999999999999998,0.000000000000000000,0.309999999999999998,0.000000000000000000,0.309999999999999998,0.000000000000000000,0.309999999999999998,2.120000000000000107,2.140000000000000124,24.250000000000000000,4.330000000000000071
1937,25013810901,14000US25013810901,1367,2014-18,2012,173,1250,215,1108,219,98,54,0,12,28,39,0,12,0,12,16,20,762,242,62.1300000000000026,9.250000000000000000,55.07000000000000028,9.80000000000000071,4.870000000000000107,2.649999999999999911,0.000000000000000000,0.599999999999999978,1.389999999999999902,1.929999999999999938,0.000000000000000000,0.599999999999999978,0.000000000000000000,0.599999999999999978,0.800000000000000044,0.989999999999999991,37.869999999999997442,11.580000000000000071
1938,25013810902,14000US25013810902,1368,2014-18,4237,406,3208,377,3053,364,89,87,0,12,26,37,0,12,18,30,22,27,1029,160,75.7099999999999937,5.150000000000000355,72.06000000000000227,5.11000000000000032,2.100000000000000089,2.040000000000000036,0.000000000000000000,0.280000000000000027,0.609999999999999987,0.869999999999999996,0.000000000000000000,0.280000000000000027,0.419999999999999984,0.709999999999999964,0.520000000000000018,0.640000000000000013,24.289999999999999147,2.970000000000000195
1939,25013811000,14000US25013811000,1369,2014-18,4461,406,3881,311,3620,348,0,12,0,12,221,193,0,12,0,12,40,64,580,350,87.0000000000000000,10.550000000000000711,81.15000000000000568,2.50999999999999979,0.000000000000000000,0.270000000000000018,0.000000000000000000,0.270000000000000018,4.950000000000000178,4.299999999999999822,0.000000000000000000,0.270000000000000018,0.000000000000000000,0.270000000000000018,0.900000000000000022,1.429999999999999938,13.000000000000000000,7.759999999999999787
1940,25013811101,14000US25013811101,1370,2014-18,4973,495,3104,400,2528,306,380,271,8,13,96,125,0,12,9,13,83,72,1869,412,62.4200000000000017,5.110000000000000320,50.82999999999999829,3.50000000000000000,7.639999999999999680,5.400000000000000355,0.160000000000000003,0.260000000000000009,1.929999999999999938,2.509999999999999787,0.000000000000000000,0.239999999999999991,0.179999999999999993,0.260000000000000009,1.669999999999999929,1.439999999999999947,37.579999999999998295,7.389999999999999680
1941,25013811102,14000US25013811102,1371,2014-18,6023,434,4026,367,3533,346,247,191,0,17,223,286,0,17,0,17,23,36,1997,329,66.8400000000000034,3.729999999999999982,58.65999999999999659,3.89000000000000012,4.099999999999999645,3.160000000000000142,0.000000000000000000,0.280000000000000027,3.700000000000000178,4.740000000000000213,0.000000000000000000,0.280000000000000027,0.000000000000000000,0.280000000000000027,0.380000000000000004,0.599999999999999978,33.159999999999996589,4.910000000000000142
1942,25013811200,14000US25013811200,1372,2014-18,4871,398,4188,372,4032,348,0,12,33,48,81,106,0,12,0,12,42,46,683,305,85.9800000000000040,3.000000000000000000,82.78000000000000114,2.29999999999999982,0.000000000000000000,0.250000000000000000,0.680000000000000049,0.979999999999999982,1.659999999999999920,2.169999999999999929,0.000000000000000000,0.250000000000000000,0.000000000000000000,0.250000000000000000,0.859999999999999987,0.939999999999999947,14.019999999999999574,6.160000000000000142
1943,25013811301,14000US25013811301,1373,2014-18,5954,515,5065,376,4891,393,116,98,0,17,58,71,0,17,0,17,0,17,889,378,85.0699999999999932,9.699999999999999289,82.15000000000000568,9.69999999999999929,1.949999999999999956,1.639999999999999902,0.000000000000000000,0.289999999999999980,0.969999999999999973,1.189999999999999947,0.000000000000000000,0.289999999999999980,0.000000000000000000,0.289999999999999980,0.000000000000000000,0.289999999999999980,14.929999999999999716,6.219999999999999751
1944,25013811302,14000US25013811302,1374,2014-18,5623,429,5091,444,4256,389,476,222,0,17,157,161,0,17,0,17,202,172,532,213,90.5400000000000063,3.830000000000000071,75.68999999999999773,3.81000000000000005,8.470000000000000639,3.890000000000000124,0.000000000000000000,0.299999999999999989,2.790000000000000036,2.859999999999999876,0.000000000000000000,0.299999999999999989,0.000000000000000000,0.299999999999999989,3.589999999999999858,3.049999999999999822,9.460000000000000853,3.720000000000000195
1945,25013811400,14000US25013811400,1375,2014-18,2531,248,160,72,92,48,54,60,0,12,0,12,0,12,0,12,14,23,2371,262,6.3200000000000003,2.779999999999999805,3.62999999999999989,1.86000000000000010,2.129999999999999893,2.359999999999999876,0.000000000000000000,0.469999999999999973,0.000000000000000000,0.469999999999999973,0.000000000000000000,0.469999999999999973,0.000000000000000000,0.469999999999999973,0.550000000000000044,0.910000000000000031,93.680000000000006821,4.790000000000000036
1946,25013811500,14000US25013811500,1376,2014-18,2301,321,267,171,77,47,109,105,0,12,0,12,0,12,0,12,81,109,2034,327,11.5999999999999996,7.250000000000000000,3.35000000000000009,1.98999999999999999,4.740000000000000213,4.519999999999999574,0.000000000000000000,0.520000000000000018,0.000000000000000000,0.520000000000000018,0.000000000000000000,0.520000000000000018,0.000000000000000000,0.520000000000000018,3.520000000000000018,4.709999999999999964,88.400000000000005684,7.059999999999999609
1947,25013811600,14000US25013811600,1377,2014-18,3693,442,337,166,234,146,85,61,0,12,0,12,0,12,0,12,18,20,3356,454,9.1300000000000008,4.360000000000000320,6.33999999999999986,3.87999999999999989,2.299999999999999822,1.629999999999999893,0.000000000000000000,0.320000000000000007,0.000000000000000000,0.320000000000000007,0.000000000000000000,0.320000000000000007,0.000000000000000000,0.320000000000000007,0.489999999999999991,0.540000000000000036,90.870000000000004547,5.730000000000000426
1948,25013811700,14000US25013811700,1378,2014-18,2030,346,458,150,384,136,2,7,0,12,70,86,0,12,0,12,2,7,1572,322,22.5599999999999987,6.309999999999999609,18.92000000000000171,5.87000000000000011,0.100000000000000006,0.340000000000000024,0.000000000000000000,0.589999999999999969,3.450000000000000178,4.200000000000000178,0.000000000000000000,0.589999999999999969,0.000000000000000000,0.589999999999999969,0.100000000000000006,0.340000000000000024,77.439999999999997726,8.800000000000000711
1949,25013811800,14000US25013811800,1379,2014-18,4436,513,1524,243,1374,229,89,81,0,12,26,30,0,12,0,12,35,36,2912,533,34.3599999999999994,3.770000000000000018,30.96999999999999886,3.72000000000000020,2.009999999999999787,1.810000000000000053,0.000000000000000000,0.270000000000000018,0.589999999999999969,0.670000000000000040,0.000000000000000000,0.270000000000000018,0.000000000000000000,0.270000000000000018,0.790000000000000036,0.810000000000000053,65.640000000000000568,9.310000000000000497
1950,25013811900,14000US25013811900,1380,2014-18,3628,271,3420,249,3169,323,175,166,12,18,63,60,0,12,1,2,0,12,208,113,94.2699999999999960,9.830000000000000071,87.34999999999999432,6.05999999999999961,4.820000000000000284,4.559999999999999609,0.330000000000000016,0.500000000000000000,1.739999999999999991,1.649999999999999911,0.000000000000000000,0.330000000000000016,0.029999999999999999,0.059999999999999998,0.000000000000000000,0.330000000000000016,5.730000000000000426,3.089999999999999858
1951,25013812001,14000US25013812001,1381,2014-18,3205,429,1489,216,1265,220,145,98,0,12,44,60,0,12,0,12,35,49,1716,413,46.4600000000000009,2.600000000000000089,39.46999999999999886,4.37999999999999989,4.519999999999999574,3.000000000000000000,0.000000000000000000,0.369999999999999996,1.370000000000000107,1.860000000000000098,0.000000000000000000,0.369999999999999996,0.000000000000000000,0.369999999999999996,1.090000000000000080,1.520000000000000018,53.539999999999999147,10.710000000000000853
1952,25013812002,14000US25013812002,1382,2014-18,4561,383,2636,361,2251,347,178,90,0,12,144,160,0,12,0,12,63,64,1925,496,57.7899999999999991,6.250000000000000000,49.35000000000000142,6.37999999999999989,3.899999999999999911,1.949999999999999956,0.000000000000000000,0.260000000000000009,3.160000000000000142,3.500000000000000000,0.000000000000000000,0.260000000000000009,0.000000000000000000,0.260000000000000009,1.379999999999999893,1.399999999999999911,42.210000000000000853,10.279999999999999361
