seq_id,bg10_id,geoid,logrecno,acs_year,pop16,pop16_me,lf,lf_me,clf,clf_me,emp,emp_me,unemp,unemp_me,aflf,aflf_me,nlf,nlf_me,lf_p,lf_mep,clf_p,clf_mep,emp_p,emp_mep,unemp_p,unemp_mep,aflf_p,aflf_mep,nlf_p,nlf_mep
36104,250092603012,15000US250092603012,3592,2014-18,1626,280,1164,247,1164,247,1082,231,82,57,0,12,462,95,71.590000000000003,8.88000000000000078,100.000000000000000,21.21999999999999886,92.959999999999994,2.180000000000000160,7.04000000000000004,4.66000000000000014,0.000000000000000000,1.03000000000000003,28.41000000000000014,3.18999999999999995
36105,250092603013,15000US250092603013,3593,2014-18,776,241,473,165,473,165,465,163,8,13,0,12,303,105,60.950000000000003,9.67999999999999972,100.000000000000000,34.88000000000000256,98.310000000000002,3.390000000000000124,1.68999999999999995,2.68000000000000016,0.000000000000000000,2.54000000000000004,39.04999999999999716,6.00000000000000000
36106,250092603021,15000US250092603021,3594,2014-18,658,179,413,153,413,153,401,152,12,14,0,12,245,105,62.770000000000003,15.77999999999999936,100.000000000000000,37.04999999999999716,97.090000000000003,7.790000000000000036,2.91000000000000014,3.20999999999999996,0.000000000000000000,2.91000000000000014,37.22999999999999687,12.33000000000000007
36107,250092603022,15000US250092603022,3595,2014-18,1778,190,1280,186,1280,186,1245,182,35,32,0,12,498,157,71.989999999999995,7.08999999999999986,100.000000000000000,14.52999999999999936,97.269999999999996,1.550000000000000044,2.72999999999999998,2.47000000000000020,0.000000000000000000,0.93999999999999995,28.01000000000000156,8.31000000000000050
36108,250092604011,15000US250092604011,3596,2014-18,556,134,362,98,362,98,349,94,13,20,0,12,194,75,65.109999999999999,8.02999999999999936,100.000000000000000,27.07000000000000028,96.409999999999997,36.820000000000000284,3.58999999999999986,5.44000000000000039,0.000000000000000000,3.31000000000000005,34.89000000000000057,10.55000000000000071
36109,250092604012,15000US250092604012,3597,2014-18,964,160,679,137,679,137,614,123,65,55,0,12,285,111,70.439999999999998,8.08000000000000007,100.000000000000000,20.17999999999999972,90.430000000000007,25.710000000000000853,9.57000000000000028,7.87000000000000011,0.000000000000000000,1.77000000000000002,29.55999999999999872,10.41999999999999993
36110,250092604013,15000US250092604013,3598,2014-18,601,150,384,109,384,109,363,102,21,24,0,12,217,91,63.890000000000001,8.64000000000000057,100.000000000000000,28.39000000000000057,94.530000000000001,37.759999999999998010,5.46999999999999975,6.04999999999999982,0.000000000000000000,3.12999999999999989,36.10999999999999943,12.16999999999999993
36111,250092604014,15000US250092604014,3599,2014-18,1066,213,680,216,680,216,672,217,8,13,0,12,386,111,63.789999999999999,15.75000000000000000,100.000000000000000,31.76000000000000156,98.819999999999993,5.740000000000000213,1.17999999999999994,1.87000000000000011,0.000000000000000000,1.76000000000000001,36.21000000000000085,7.49000000000000021
36112,250092604021,15000US250092604021,3600,2014-18,1886,242,1324,225,1324,225,1276,215,48,57,0,12,562,147,70.200000000000003,7.82000000000000028,100.000000000000000,16.98999999999999844,96.370000000000005,23.059999999999998721,3.62999999999999989,4.25999999999999979,0.000000000000000000,0.91000000000000003,29.80000000000000071,6.79000000000000004
36113,250092604022,15000US250092604022,3601,2014-18,2438,462,1688,404,1688,404,1621,352,67,97,0,12,750,155,69.239999999999995,10.11999999999999922,100.000000000000000,23.92999999999999972,96.030000000000001,31.030000000000001137,3.97000000000000020,5.66999999999999993,0.000000000000000000,0.70999999999999996,30.76000000000000156,2.54000000000000004
36114,250092604023,15000US250092604023,3602,2014-18,844,235,712,259,712,259,694,249,18,28,0,12,132,65,84.359999999999999,19.75000000000000000,100.000000000000000,36.38000000000000256,97.469999999999999,49.799999999999997158,2.52999999999999980,3.81999999999999984,0.000000000000000000,1.68999999999999995,15.64000000000000057,6.34999999999999964
36115,250092605001,15000US250092605001,3603,2014-18,1236,202,883,172,883,172,865,170,18,26,0,12,353,103,71.439999999999998,7.57000000000000028,100.000000000000000,19.48000000000000043,97.959999999999994,2.560000000000000053,2.04000000000000004,2.91999999999999993,0.000000000000000000,1.36000000000000010,28.55999999999999872,6.90000000000000036
36116,250092605002,15000US250092605002,3604,2014-18,1094,255,771,207,771,207,771,207,0,12,0,12,323,124,70.480000000000004,9.39000000000000057,100.000000000000000,26.85000000000000142,100.000000000000000,26.850000000000001421,0.00000000000000000,1.56000000000000005,0.000000000000000000,1.56000000000000005,29.51999999999999957,9.00999999999999979
36117,250092605003,15000US250092605003,3605,2014-18,578,167,272,132,272,132,272,132,0,12,0,12,306,95,47.060000000000002,18.35000000000000142,100.000000000000000,48.53000000000000114,100.000000000000000,48.530000000000001137,0.00000000000000000,4.41000000000000014,0.000000000000000000,4.41000000000000014,52.93999999999999773,6.00999999999999979
36118,250092606001,15000US250092606001,3606,2014-18,864,196,691,195,691,195,616,177,75,61,0,12,173,64,79.980000000000004,13.41999999999999993,100.000000000000000,28.21999999999999886,89.150000000000006,4.820000000000000284,10.84999999999999964,8.27999999999999936,0.000000000000000000,1.73999999999999999,20.01999999999999957,5.84999999999999964
36119,250092606002,15000US250092606002,3607,2014-18,966,225,685,198,685,198,606,179,79,54,0,12,281,94,70.909999999999997,12.14000000000000057,100.000000000000000,28.91000000000000014,88.469999999999999,5.379999999999999893,11.52999999999999936,7.13999999999999968,0.000000000000000000,1.75000000000000000,29.08999999999999986,6.98000000000000043
36120,250092606003,15000US250092606003,3608,2014-18,999,260,714,224,714,224,681,223,33,43,0,12,285,126,71.469999999999999,12.51999999999999957,100.000000000000000,31.37000000000000099,95.379999999999995,8.949999999999999289,4.62000000000000011,5.84999999999999964,0.000000000000000000,1.67999999999999994,28.53000000000000114,10.19999999999999929
36121,250092607001,15000US250092607001,3609,2014-18,2195,368,1712,345,1712,345,1520,312,192,95,0,12,483,188,78.000000000000000,8.72000000000000064,100.000000000000000,20.14999999999999858,88.790000000000006,3.470000000000000195,11.21000000000000085,5.07000000000000028,0.000000000000000000,0.69999999999999996,22.00000000000000000,7.73000000000000043
36122,250092607002,15000US250092607002,3610,2014-18,1874,295,1341,218,1341,218,1238,221,103,115,0,12,533,151,71.560000000000002,2.89999999999999991,100.000000000000000,16.26000000000000156,92.319999999999993,6.809999999999999609,7.67999999999999972,8.48000000000000043,0.000000000000000000,0.89000000000000001,28.44000000000000128,6.70000000000000018
36123,250092608001,15000US250092608001,3611,2014-18,1774,348,1204,268,1204,268,1114,252,90,74,0,12,570,179,67.870000000000005,7.13999999999999968,100.000000000000000,22.26000000000000156,92.519999999999996,3.729999999999999982,7.48000000000000043,5.91999999999999993,0.000000000000000000,1.00000000000000000,32.13000000000000256,7.87999999999999989
36124,250092608002,15000US250092608002,3612,2014-18,1974,360,1373,337,1363,336,1299,325,64,63,10,15,601,173,69.549999999999997,11.42999999999999972,99.269999999999996,2.27000000000000002,95.299999999999997,4.070000000000000284,4.70000000000000018,4.46999999999999975,0.729999999999999982,1.08000000000000007,30.44999999999999929,6.78000000000000025
36125,250092609001,15000US250092609001,3613,2014-18,595,193,452,180,452,180,420,173,32,36,0,12,143,84,75.969999999999999,17.55000000000000071,100.000000000000000,39.82000000000000028,92.920000000000002,9.779999999999999361,7.08000000000000007,7.45000000000000018,0.000000000000000000,2.64999999999999991,24.03000000000000114,11.76999999999999957
36126,250092609002,15000US250092609002,3614,2014-18,893,329,614,281,614,281,614,281,0,12,0,12,279,154,68.760000000000005,18.67000000000000171,100.000000000000000,45.77000000000000313,100.000000000000000,45.770000000000003126,0.00000000000000000,1.94999999999999996,0.000000000000000000,1.94999999999999996,31.23999999999999844,12.83999999999999986
36127,250092609003,15000US250092609003,3615,2014-18,1067,399,848,326,848,326,810,317,38,41,0,12,219,151,79.480000000000004,7.08999999999999986,100.000000000000000,38.43999999999999773,95.519999999999996,7.000000000000000000,4.48000000000000043,4.51999999999999957,0.000000000000000000,1.41999999999999993,20.51999999999999957,11.89000000000000057
36128,250092609004,15000US250092609004,3616,2014-18,1590,358,787,205,787,205,787,205,0,12,0,12,803,324,49.500000000000000,6.48000000000000043,100.000000000000000,26.05000000000000071,100.000000000000000,26.050000000000000711,0.00000000000000000,1.52000000000000002,0.000000000000000000,1.52000000000000002,50.50000000000000000,16.91000000000000014
36129,250092610001,15000US250092610001,3617,2014-18,802,215,488,161,488,161,488,161,0,12,0,12,314,116,60.850000000000001,11.69999999999999929,100.000000000000000,32.99000000000000199,100.000000000000000,32.990000000000001990,0.00000000000000000,2.45999999999999996,0.000000000000000000,2.45999999999999996,39.14999999999999858,9.94999999999999929
36130,250092610002,15000US250092610002,3618,2014-18,1190,261,920,221,920,221,881,210,39,39,0,12,270,107,77.310000000000002,7.57000000000000028,100.000000000000000,24.01999999999999957,95.760000000000005,32.409999999999996589,4.24000000000000021,4.12000000000000011,0.000000000000000000,1.30000000000000004,22.69000000000000128,7.49000000000000021
36131,250092610003,15000US250092610003,3619,2014-18,957,204,735,179,735,179,717,178,18,20,0,12,222,79,76.799999999999997,9.05000000000000071,100.000000000000000,24.35000000000000142,97.549999999999997,4.700000000000000178,2.45000000000000018,2.64999999999999991,0.000000000000000000,1.62999999999999989,23.19999999999999929,6.61000000000000032
36132,250092611011,15000US250092611011,3620,2014-18,1100,226,786,171,786,171,769,171,17,18,0,12,314,99,71.450000000000003,5.11000000000000032,100.000000000000000,21.76000000000000156,97.840000000000003,4.500000000000000000,2.16000000000000014,2.24000000000000021,0.000000000000000000,1.53000000000000003,28.55000000000000071,6.83000000000000007
36133,250092611012,15000US250092611012,3621,2014-18,1026,167,728,138,728,138,705,137,23,21,0,12,298,82,70.959999999999994,6.88999999999999968,100.000000000000000,18.96000000000000085,96.840000000000003,4.139999999999999680,3.16000000000000014,2.81999999999999984,0.000000000000000000,1.64999999999999991,29.03999999999999915,6.44000000000000039
36134,250092611013,15000US250092611013,3622,2014-18,1528,307,1116,192,1116,192,1052,185,64,49,0,12,412,173,73.040000000000006,19.32000000000000028,100.000000000000000,17.19999999999999929,94.269999999999996,3.430000000000000160,5.73000000000000043,4.28000000000000025,0.000000000000000000,1.08000000000000007,26.96000000000000085,9.93999999999999950
36135,250092611021,15000US250092611021,3623,2014-18,543,175,427,134,427,134,420,133,7,17,0,12,116,74,78.640000000000001,35.36999999999999744,100.000000000000000,31.37999999999999901,98.359999999999999,4.169999999999999929,1.63999999999999990,3.95000000000000018,0.000000000000000000,2.81000000000000005,21.35999999999999943,11.75999999999999979
36136,250092611022,15000US250092611022,3624,2014-18,1315,288,996,251,996,251,934,224,62,63,0,12,319,132,75.739999999999995,9.43999999999999950,100.000000000000000,25.19999999999999929,93.780000000000001,32.619999999999997442,6.21999999999999975,6.12999999999999989,0.000000000000000000,1.19999999999999996,24.26000000000000156,8.51999999999999957
36137,250092611023,15000US250092611023,3625,2014-18,1993,295,1436,265,1436,265,1398,259,38,37,0,12,557,160,72.049999999999997,7.94000000000000039,100.000000000000000,18.44999999999999929,97.349999999999994,1.590000000000000080,2.64999999999999991,2.52999999999999980,0.000000000000000000,0.83999999999999997,27.94999999999999929,6.87999999999999989
36138,250092621001,15000US250092621001,3626,2014-18,655,216,472,187,472,187,388,183,84,78,0,12,183,90,72.060000000000002,15.82000000000000028,100.000000000000000,39.61999999999999744,82.200000000000003,21.039999999999999147,17.80000000000000071,14.94999999999999929,0.000000000000000000,2.54000000000000004,27.94000000000000128,10.18999999999999950
36139,250092631001,15000US250092631001,3629,2014-18,1413,240,986,175,986,175,906,155,80,70,0,12,427,114,69.780000000000001,3.58999999999999986,100.000000000000000,17.75000000000000000,91.890000000000001,22.649999999999998579,8.10999999999999943,6.95000000000000018,0.000000000000000000,1.21999999999999997,30.21999999999999886,6.21999999999999975
36140,250092631002,15000US250092631002,3630,2014-18,807,144,563,133,563,133,548,125,15,24,0,12,244,80,69.760000000000005,10.80000000000000071,100.000000000000000,23.62000000000000099,97.340000000000003,31.960000000000000853,2.66000000000000014,4.21999999999999975,0.000000000000000000,2.12999999999999989,30.23999999999999844,8.32000000000000028
36141,250092631003,15000US250092631003,3631,2014-18,1497,199,1001,147,1001,147,956,144,45,39,0,12,496,112,66.870000000000005,4.16999999999999993,100.000000000000000,14.68999999999999950,95.500000000000000,3.200000000000000178,4.50000000000000000,3.83999999999999986,0.000000000000000000,1.19999999999999996,33.13000000000000256,6.04999999999999982
36142,250092641001,15000US250092641001,3632,2014-18,1657,294,1205,292,1205,292,1156,274,49,50,0,12,452,143,72.719999999999999,12.00000000000000000,100.000000000000000,24.23000000000000043,95.930000000000007,32.520000000000003126,4.07000000000000028,4.03000000000000025,0.000000000000000000,1.00000000000000000,27.28000000000000114,7.15000000000000036
36143,250092641002,15000US250092641002,3633,2014-18,1515,259,966,203,966,203,947,201,19,32,0,12,549,180,63.759999999999998,7.79000000000000004,100.000000000000000,21.01000000000000156,98.030000000000001,2.919999999999999929,1.96999999999999997,3.29000000000000004,0.000000000000000000,1.23999999999999999,36.24000000000000199,10.14000000000000057
36144,250092641003,15000US250092641003,3634,2014-18,2357,371,1632,354,1632,354,1594,355,38,46,0,12,725,213,69.239999999999995,10.33000000000000007,100.000000000000000,21.69000000000000128,97.670000000000002,4.929999999999999716,2.33000000000000007,2.77000000000000002,0.000000000000000000,0.73999999999999999,30.76000000000000156,7.62999999999999989
36145,250092651011,15000US250092651011,3635,2014-18,720,138,428,101,428,101,411,102,17,20,0,12,292,79,59.439999999999998,8.17999999999999972,100.000000000000000,23.60000000000000142,96.030000000000001,7.379999999999999893,3.97000000000000020,4.58000000000000007,0.000000000000000000,2.79999999999999982,40.56000000000000227,7.74000000000000021
36146,250092651012,15000US250092651012,3636,2014-18,653,133,489,109,489,109,466,105,23,28,0,12,164,103,74.890000000000001,6.78000000000000025,100.000000000000000,22.28999999999999915,95.299999999999997,3.140000000000000124,4.70000000000000018,5.62999999999999989,0.000000000000000000,2.45000000000000018,25.10999999999999943,14.91999999999999993
36147,250092651013,15000US250092651013,3637,2014-18,635,128,463,95,463,95,451,88,12,19,0,12,172,66,72.909999999999997,2.79000000000000004,100.000000000000000,20.51999999999999957,97.409999999999997,27.579999999999998295,2.58999999999999986,4.07000000000000028,0.000000000000000000,2.58999999999999986,27.08999999999999986,8.83999999999999986
36148,250092651014,15000US250092651014,3638,2014-18,1077,252,770,199,770,199,743,199,27,41,0,12,307,104,71.489999999999995,7.84999999999999964,100.000000000000000,25.83999999999999986,96.489999999999995,6.780000000000000249,3.50999999999999979,5.25000000000000000,0.000000000000000000,1.56000000000000005,28.51000000000000156,6.98000000000000043
36149,250092651021,15000US250092651021,3639,2014-18,1176,154,919,142,919,142,895,142,24,31,0,12,257,87,78.150000000000006,6.41000000000000014,100.000000000000000,15.44999999999999929,97.390000000000001,3.509999999999999787,2.60999999999999988,3.35000000000000009,0.000000000000000000,1.31000000000000005,21.85000000000000142,6.82000000000000028
36150,250092651022,15000US250092651022,3640,2014-18,2630,191,1967,224,1967,224,1926,222,41,26,0,12,663,175,74.790000000000006,6.55999999999999961,100.000000000000000,11.39000000000000057,97.920000000000002,1.739999999999999991,2.08000000000000007,1.30000000000000004,0.000000000000000000,0.60999999999999999,25.21000000000000085,6.40000000000000036
36151,250092661001,15000US250092661001,3641,2014-18,819,181,629,153,629,153,611,150,18,21,0,12,190,94,76.799999999999997,7.79999999999999982,100.000000000000000,24.32000000000000028,97.140000000000001,3.229999999999999982,2.85999999999999988,3.27000000000000002,0.000000000000000000,1.90999999999999992,23.19999999999999929,10.26999999999999957
36152,250092661002,15000US250092661002,3642,2014-18,569,126,332,98,332,98,324,96,8,13,0,12,237,81,58.350000000000001,11.39000000000000057,100.000000000000000,29.51999999999999957,97.590000000000003,2.509999999999999787,2.41000000000000014,3.85000000000000009,0.000000000000000000,3.60999999999999988,41.64999999999999858,10.83999999999999986
36153,250092661003,15000US250092661003,3643,2014-18,773,197,543,156,543,156,512,144,31,32,0,12,230,113,70.250000000000000,9.32000000000000028,100.000000000000000,28.73000000000000043,94.290000000000006,37.909999999999996589,5.70999999999999996,5.66000000000000014,0.000000000000000000,2.20999999999999996,29.75000000000000000,12.50000000000000000
36154,250092661004,15000US250092661004,3644,2014-18,651,138,543,141,543,141,543,141,0,12,0,12,108,55,83.409999999999997,12.50999999999999979,100.000000000000000,25.96999999999999886,100.000000000000000,25.969999999999998863,0.00000000000000000,2.20999999999999996,0.000000000000000000,2.20999999999999996,16.58999999999999986,7.67999999999999972
36155,250092661005,15000US250092661005,3645,2014-18,684,220,524,189,524,189,507,192,17,26,0,12,160,91,76.609999999999999,12.50000000000000000,100.000000000000000,36.07000000000000028,96.760000000000005,11.169999999999999929,3.24000000000000021,4.82000000000000028,0.000000000000000000,2.29000000000000004,23.39000000000000057,10.97000000000000064
36156,250092662001,15000US250092662001,3646,2014-18,1729,450,1124,415,1124,415,1099,411,25,43,0,12,605,211,65.010000000000005,17.01999999999999957,100.000000000000000,36.92000000000000171,97.780000000000001,5.820000000000000284,2.22000000000000020,3.74000000000000021,0.000000000000000000,1.07000000000000006,34.99000000000000199,8.11999999999999922
36157,250092662002,15000US250092662002,3647,2014-18,1763,350,1386,337,1386,337,1356,337,30,33,0,12,377,189,78.620000000000005,11.03999999999999915,100.000000000000000,24.30999999999999872,97.840000000000003,5.030000000000000249,2.16000000000000014,2.31999999999999984,0.000000000000000000,0.87000000000000000,21.37999999999999901,9.83999999999999986
36158,250092662003,15000US250092662003,3648,2014-18,1119,320,857,232,857,232,841,234,16,27,0,12,262,146,76.590000000000003,30.16000000000000014,100.000000000000000,27.07000000000000028,98.129999999999995,6.309999999999999609,1.87000000000000011,3.10999999999999988,0.000000000000000000,1.39999999999999991,23.41000000000000014,11.19999999999999929
36159,250092663001,15000US250092663001,3649,2014-18,454,127,290,99,290,99,264,90,26,29,0,12,164,61,63.880000000000003,12.50000000000000000,100.000000000000000,34.14000000000000057,91.030000000000001,43.920000000000001705,8.97000000000000064,9.51999999999999957,0.000000000000000000,4.13999999999999968,36.11999999999999744,8.85999999999999943
36160,250092663002,15000US250092663002,3650,2014-18,1148,215,803,228,803,228,775,219,28,43,0,12,345,95,69.950000000000003,14.92999999999999972,100.000000000000000,28.39000000000000057,96.510000000000005,38.659999999999996589,3.49000000000000021,5.25999999999999979,0.000000000000000000,1.48999999999999999,30.05000000000000071,6.07000000000000028
36161,250092663003,15000US250092663003,3651,2014-18,1617,224,976,187,976,187,909,187,67,43,0,12,641,138,60.359999999999999,7.99000000000000021,100.000000000000000,19.16000000000000014,93.140000000000001,6.980000000000000426,6.86000000000000032,4.20000000000000018,0.000000000000000000,1.22999999999999998,39.64000000000000057,6.53000000000000025
36162,250092664001,15000US250092664001,3652,2014-18,915,191,642,142,642,142,632,142,10,15,0,12,273,136,70.159999999999997,5.12999999999999989,100.000000000000000,22.12000000000000099,98.439999999999998,3.890000000000000124,1.56000000000000005,2.31000000000000005,0.000000000000000000,1.87000000000000011,29.83999999999999986,13.50000000000000000
36163,250092664002,15000US250092664002,3653,2014-18,689,180,572,165,572,165,572,165,0,12,0,12,117,62,83.019999999999996,10.15000000000000036,100.000000000000000,28.85000000000000142,100.000000000000000,28.850000000000001421,0.00000000000000000,2.10000000000000009,0.000000000000000000,2.10000000000000009,16.98000000000000043,7.83000000000000007
36164,250092664003,15000US250092664003,3654,2014-18,819,174,625,159,625,159,570,154,55,37,0,12,194,93,76.310000000000002,10.67999999999999972,100.000000000000000,25.44000000000000128,91.200000000000003,8.300000000000000711,8.80000000000000071,5.48000000000000043,0.000000000000000000,1.91999999999999993,23.69000000000000128,10.17999999999999972
36165,250092664004,15000US250092664004,3655,2014-18,543,124,409,126,409,126,394,127,15,23,0,12,134,53,75.319999999999993,15.58000000000000007,100.000000000000000,30.80999999999999872,96.329999999999998,9.140000000000000568,3.66999999999999993,5.50999999999999979,0.000000000000000000,2.93000000000000016,24.67999999999999972,7.96999999999999975
36166,250092671011,15000US250092671011,3656,2014-18,356,154,231,132,231,132,231,132,0,12,0,12,125,66,64.890000000000001,24.23000000000000043,100.000000000000000,57.14000000000000057,100.000000000000000,57.140000000000000568,0.00000000000000000,5.19000000000000039,0.000000000000000000,5.19000000000000039,35.10999999999999943,10.63000000000000078
36167,250092671012,15000US250092671012,3657,2014-18,1068,228,603,175,603,175,584,177,19,23,0,12,465,161,56.460000000000001,11.09999999999999964,100.000000000000000,29.01999999999999957,96.849999999999994,8.460000000000000853,3.14999999999999991,3.70000000000000018,0.000000000000000000,1.98999999999999999,43.53999999999999915,11.86999999999999922
36168,250092671013,15000US250092671013,3658,2014-18,1786,253,1024,191,1024,191,939,179,85,70,0,12,762,195,57.329999999999998,6.95999999999999996,100.000000000000000,18.64999999999999858,91.700000000000003,3.609999999999999876,8.30000000000000071,6.66000000000000014,0.000000000000000000,1.16999999999999993,42.67000000000000171,9.08999999999999986
36169,250092671021,15000US250092671021,3659,2014-18,1101,185,698,143,698,143,680,139,18,21,0,12,403,128,63.399999999999999,7.42999999999999972,100.000000000000000,20.48999999999999844,97.420000000000002,28.190000000000001279,2.58000000000000007,2.95999999999999996,0.000000000000000000,1.71999999999999997,36.60000000000000142,9.86999999999999922
36465,250138120022,15000US250138120022,3955,2014-18,681,167,407,122,407,122,407,122,0,12,0,12,274,95,59.770000000000003,10.30000000000000071,100.000000000000000,29.98000000000000043,100.000000000000000,29.980000000000000426,0.00000000000000000,2.95000000000000018,0.000000000000000000,2.95000000000000018,40.22999999999999687,9.85999999999999943
36170,250092671022,15000US250092671022,3660,2014-18,1500,208,1078,196,1078,196,1011,208,67,50,0,12,422,109,71.870000000000005,8.44999999999999929,100.000000000000000,18.17999999999999972,93.780000000000001,9.029999999999999361,6.21999999999999975,4.50000000000000000,0.000000000000000000,1.11000000000000010,28.12999999999999901,6.12999999999999989
36171,250092671023,15000US250092671023,3661,2014-18,1094,230,681,159,675,159,633,154,42,33,6,10,413,133,62.250000000000000,6.32000000000000028,99.120000000000005,3.08999999999999986,93.780000000000001,5.709999999999999964,6.21999999999999975,4.66000000000000014,0.880000000000000004,1.44999999999999996,37.75000000000000000,9.21000000000000085
36172,250092671024,15000US250092671024,3662,2014-18,849,194,592,185,592,185,592,185,0,12,0,12,257,78,69.730000000000004,14.85999999999999943,100.000000000000000,31.25000000000000000,100.000000000000000,31.250000000000000000,0.00000000000000000,2.02999999999999980,0.000000000000000000,2.02999999999999980,30.26999999999999957,6.04999999999999982
36173,250092681001,15000US250092681001,3663,2014-18,648,92,550,84,550,84,550,84,0,12,0,12,98,34,84.879999999999995,4.78000000000000025,100.000000000000000,15.26999999999999957,100.000000000000000,15.269999999999999574,0.00000000000000000,2.18000000000000016,0.000000000000000000,2.18000000000000016,15.11999999999999922,4.79000000000000004
36174,250092681002,15000US250092681002,3664,2014-18,1473,137,1094,113,1094,113,1076,112,18,15,0,12,379,79,74.269999999999996,3.33999999999999986,100.000000000000000,10.33000000000000007,98.349999999999994,1.270000000000000018,1.64999999999999991,1.36000000000000010,0.000000000000000000,1.10000000000000009,25.73000000000000043,4.79999999999999982
36175,250092682001,15000US250092682001,3665,2014-18,889,237,616,186,616,186,590,182,26,31,0,12,273,134,69.290000000000006,9.82000000000000028,100.000000000000000,30.19000000000000128,95.780000000000001,6.049999999999999822,4.21999999999999975,4.87000000000000011,0.000000000000000000,1.94999999999999996,30.71000000000000085,12.66000000000000014
36176,250092682002,15000US250092682002,3666,2014-18,968,197,792,203,792,203,649,183,143,156,0,12,176,73,81.819999999999993,12.75000000000000000,100.000000000000000,25.62999999999999901,81.939999999999998,9.630000000000000782,18.05999999999999872,19.14999999999999858,0.000000000000000000,1.52000000000000002,18.17999999999999972,6.57000000000000028
36177,250092682003,15000US250092682003,3667,2014-18,1345,287,840,254,840,254,823,253,17,24,0,12,505,171,62.450000000000003,13.38000000000000078,100.000000000000000,30.23999999999999844,97.980000000000004,5.429999999999999716,2.02000000000000002,2.79000000000000004,0.000000000000000000,1.42999999999999994,37.54999999999999716,9.86999999999999922
36178,250092682004,15000US250092682004,3668,2014-18,2231,378,1526,324,1526,324,1482,320,44,48,0,12,705,201,68.400000000000006,8.75000000000000000,100.000000000000000,21.23000000000000043,97.120000000000005,3.819999999999999840,2.87999999999999989,3.08999999999999986,0.000000000000000000,0.79000000000000004,31.60000000000000142,7.25000000000000000
36179,250092683001,15000US250092683001,3669,2014-18,1118,216,688,205,688,205,664,207,24,26,0,12,430,179,61.539999999999999,13.96000000000000085,100.000000000000000,29.80000000000000071,96.510000000000005,8.849999999999999645,3.49000000000000021,3.62999999999999989,0.000000000000000000,1.73999999999999999,38.46000000000000085,14.17999999999999972
36180,250092683002,15000US250092683002,3670,2014-18,1295,231,980,214,980,214,943,209,37,41,0,12,315,113,75.680000000000007,9.52999999999999936,100.000000000000000,21.83999999999999986,96.219999999999999,3.649999999999999911,3.77999999999999980,4.09999999999999964,0.000000000000000000,1.21999999999999997,24.32000000000000028,7.57000000000000028
36181,250092683003,15000US250092683003,3671,2014-18,669,167,363,121,363,121,363,121,0,12,0,12,306,114,54.259999999999998,11.99000000000000021,100.000000000000000,33.32999999999999829,100.000000000000000,33.329999999999998295,0.00000000000000000,3.31000000000000005,0.000000000000000000,3.31000000000000005,45.74000000000000199,12.65000000000000036
36182,250092683004,15000US250092683004,3672,2014-18,461,137,314,137,314,137,314,137,0,12,0,12,147,89,68.109999999999999,21.76000000000000156,100.000000000000000,43.63000000000000256,100.000000000000000,43.630000000000002558,0.00000000000000000,3.81999999999999984,0.000000000000000000,3.81999999999999984,31.89000000000000057,16.82000000000000028
36183,250092684001,15000US250092684001,3673,2014-18,616,179,359,112,359,112,342,119,17,27,0,12,257,134,58.280000000000001,6.62000000000000011,100.000000000000000,31.19999999999999929,95.260000000000005,14.679999999999999716,4.74000000000000021,7.37000000000000011,0.000000000000000000,3.33999999999999986,41.71999999999999886,18.05999999999999872
36184,250092684002,15000US250092684002,3674,2014-18,952,194,647,196,647,196,647,196,0,12,0,12,305,120,67.959999999999994,15.23000000000000043,100.000000000000000,30.28999999999999915,100.000000000000000,30.289999999999999147,0.00000000000000000,1.85000000000000009,0.000000000000000000,1.85000000000000009,32.03999999999999915,10.77999999999999936
36185,250092684003,15000US250092684003,3675,2014-18,1011,193,680,144,680,144,661,146,19,30,0,12,331,114,67.260000000000005,6.16999999999999993,100.000000000000000,21.17999999999999972,97.209999999999994,6.099999999999999645,2.79000000000000004,4.37000000000000011,0.000000000000000000,1.76000000000000001,32.74000000000000199,9.39000000000000057
36186,250092684004,15000US250092684004,3676,2014-18,1259,214,842,200,842,200,730,193,112,99,0,12,417,127,66.879999999999995,11.09999999999999964,100.000000000000000,23.75000000000000000,86.700000000000003,10.070000000000000284,13.30000000000000071,11.33000000000000007,0.000000000000000000,1.42999999999999994,33.11999999999999744,8.36999999999999922
36187,250092691001,15000US250092691001,3677,2014-18,813,177,523,140,523,140,523,140,0,12,0,12,290,87,64.329999999999998,10.01999999999999957,100.000000000000000,26.76999999999999957,100.000000000000000,26.769999999999999574,0.00000000000000000,2.29000000000000004,0.000000000000000000,2.29000000000000004,35.67000000000000171,7.36000000000000032
36188,250092691002,15000US250092691002,3678,2014-18,963,276,628,196,628,196,608,188,20,31,0,12,335,141,65.209999999999994,8.06000000000000050,100.000000000000000,31.21000000000000085,96.819999999999993,42.530000000000001137,3.18000000000000016,4.83999999999999986,0.000000000000000000,1.90999999999999992,34.78999999999999915,10.72000000000000064
36189,250092691003,15000US250092691003,3679,2014-18,1324,368,968,305,968,305,876,277,92,90,0,12,356,154,73.109999999999999,10.84999999999999964,100.000000000000000,31.51000000000000156,90.500000000000000,2.410000000000000142,9.50000000000000000,8.80000000000000071,0.000000000000000000,1.23999999999999999,26.89000000000000057,8.91000000000000014
