INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
192097797,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,0,2019-12-04 19:12:00,2019,12,Wednesday,19,,"W BROADWAY & DORCHESTER AVE
SOUTH BOSTON  MA 02127",42.3428550036497,-71.0571679725111,"(42.3428550036497, -71.0571679725111)"
192097795,724,,AUTO THEFT,B3,441,0,2019-12-03 16:00:00,2019,12,Tuesday,16,,BROWNING AVE,42.29415023026,-71.0817504724252,"(42.29415023026, -71.0817504724252)"
192097794,619,,LARCENY ALL OTHERS,C6,200,0,2019-11-30 16:15:00,2019,11,Saturday,16,,LINDEN ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
192097792,619,,LARCENY ALL OTHERS,C11,402,0,2019-12-04 18:32:00,2019,12,Wednesday,18,,DORCHESTER AVE,42.285260240741,-71.0644406318784,"(42.285260240741, -71.0644406318784)"
192097791,613,,LARCENY SHOPLIFTING,D4,143,0,2019-11-25 18:32:00,2019,11,Monday,18,,BOYLSTON ST,42.3493247128501,-71.0801480124617,"(42.3493247128501, -71.0801480124617)"
192097789,3001,,DEATH INVESTIGATION,A1,69,0,2019-12-04 16:28:00,2019,12,Wednesday,16,,BRIMMER ST,42.3580946208481,-71.0718155199103,"(42.3580946208481, -71.0718155199103)"
192097788,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,38,0,2019-12-04 08:00:00,2019,12,Wednesday,8,,"CHELSEA ST & MEDFORD ST
CHARLESTOWN  MA 02129
UNIT",42.3784230218268,-71.0529499694528,"(42.3784230218268, -71.0529499694528)"
192097786,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2,282,0,2019-11-27 15:30:00,2019,11,Wednesday,15,,CALUMET ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192097785,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,474,0,2019-12-04 17:45:00,2019,12,Wednesday,17,,CUMMINS HWY,42.2711940989351,-71.1039863874895,"(42.2711940989351, -71.1039863874895)"
192097782,3114,,INVESTIGATE PROPERTY,E18,520,0,2019-12-04 18:25:00,2019,12,Wednesday,18,,HYDE PARK AVE,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
192097781,3005,,SICK ASSIST,A1,83,0,2019-12-04 15:55:00,2019,12,Wednesday,15,,UNITY CT,42.3663906849907,-71.0541390672017,"(42.3663906849907, -71.0541390672017)"
192097780,613,,LARCENY SHOPLIFTING,A1,93,0,2019-12-04 17:14:00,2019,12,Wednesday,17,,FANEUIL HALL SQ,42.3602046358361,-71.0562081611498,"(42.3602046358361, -71.0562081611498)"
192097779,3115,,INVESTIGATE PERSON,D4,130,0,2019-12-04 17:00:00,2019,12,Wednesday,17,,CLARENDON ST,42.3485463564792,-71.0741660880373,"(42.3485463564792, -71.0741660880373)"
192097778,3006,,SICK/INJURED/MEDICAL - PERSON,A1,62,0,2019-12-04 16:59:00,2019,12,Wednesday,16,,EMERSON PL,42.364455689391,-71.0684577776386,"(42.364455689391, -71.0684577776386)"
192097777,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,149,0,2019-11-30 00:00:00,2019,11,Saturday,0,,DARTMOUTH ST,42.3476706671325,-71.0762074220551,"(42.3476706671325, -71.0762074220551)"
192097776,2905,,VAL - VIOLATION OF AUTO LAW,B3,439,0,2019-12-04 16:59:00,2019,12,Wednesday,16,,"CALLENDER ST & LUCERNE ST
DORCHESTER  MA 02124
UNI",42.2883400030037,-71.0879939834018,"(42.2883400030037, -71.0879939834018)"
192097775,3115,,INVESTIGATE PERSON,B2,265,0,2019-12-04 17:36:00,2019,12,Wednesday,17,,"3 ALASKA ST
ROXBURY  MA 02119
UNITED STATES",42.3210435983053,-71.0786589662879,"(42.3210435983053, -71.0786589662879)"
192097774,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,361,0,2019-12-03 13:46:00,2019,12,Tuesday,13,,MATHER ST,42.2939850288451,-71.0659738312905,"(42.2939850288451, -71.0659738312905)"
192097772,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18,529,0,2019-11-30 22:00:00,2019,11,Saturday,22,,SANFORD ST,42.2424029570291,-71.1412044795499,"(42.2424029570291, -71.1412044795499)"
192097771,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2019-12-04 07:00:00,2019,12,Wednesday,7,,HIGHLAND ST,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
192097770,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,681,0,2019-12-04 17:43:00,2019,12,Wednesday,17,,WASHINGTON ST,42.2807561729584,-71.1342363143044,"(42.2807561729584, -71.1342363143044)"
192097769,3503,,MISSING PERSON - NOT REPORTED - LOCATED,A7,12,0,2019-12-04 16:11:00,2019,12,Wednesday,16,,BRANDYWYNE DR,42.387836145047,-71.0120379779405,"(42.387836145047, -71.0120379779405)"
192097768,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18, ,0,2019-12-04 17:18:00,2019,12,Wednesday,17,,"RIVER ST & NORTON ST
HYDE PARK  MA 02136
UNITED ST",42.2439779737911,-71.1383090520675,"(42.2439779737911, -71.1383090520675)"
192097766,3006,,SICK/INJURED/MEDICAL - PERSON,B2,282,0,2019-12-04 16:24:00,2019,12,Wednesday,16,,HIGHLAND ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192097765,423,,ASSAULT - AGGRAVATED,A1,113,0,2019-12-04 16:30:00,2019,12,Wednesday,16,,KINGSTON ST,42.3537058446906,-71.0589858689966,"(42.3537058446906, -71.0589858689966)"
192097763,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2019-11-30 14:05:00,2019,11,Saturday,14,,COMMONWEALTH AVE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
192097761,619,,LARCENY ALL OTHERS,E13,578,0,2019-12-04 16:40:00,2019,12,Wednesday,16,,LAMARTINE ST,42.3184444183316,-71.1039996909281,"(42.3184444183316, -71.1039996909281)"
192097759,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,2019-12-04 14:00:00,2019,12,Wednesday,14,,ORLEANS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
192097758,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D14,793,0,2019-12-02 08:30:00,2019,12,Monday,8,,COMMONWEALTH AVE,42.3483886231138,-71.1345532198149,"(42.3483886231138, -71.1345532198149)"
192097757,3005,,SICK ASSIST,B2,279,0,2019-12-04 16:04:00,2019,12,Wednesday,16,,ZEIGLER ST,42.3290746249845,-71.0804204303118,"(42.3290746249845, -71.0804204303118)"
192097756,2647,,THREATS TO DO BODILY HARM,D14,804,0,2019-12-04 16:08:00,2019,12,Wednesday,16,,GUEST ST,42.3572347424528,-71.1470326621808,"(42.3572347424528, -71.1470326621808)"
192097755,619,,LARCENY ALL OTHERS,C11,342,0,2019-11-23 21:00:00,2019,11,Saturday,21,,HOLIDAY ST,42.3024479087186,-71.0687799977975,"(42.3024479087186, -71.0687799977975)"
192097753,1102,,FRAUD - FALSE PRETENSE / SCHEME,A1,77,0,2019-10-30 00:00:00,2019,10,Wednesday,0,,UNION ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
192097751,3114,,INVESTIGATE PROPERTY,A1, ,0,2019-12-04 16:50:00,2019,12,Wednesday,16,,LEGENDS WAY  BOSTON  MA  USA,0,0,"(0, 0)"
192097749,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2019-12-03 10:30:00,2019,12,Tuesday,10,,CRANE ST,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
192097747,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,257,0,2019-12-04 16:29:00,2019,12,Wednesday,16,,HANCOCK ST,42.3104339974624,-71.0613400976213,"(42.3104339974624, -71.0613400976213)"
192097745,3115,,INVESTIGATE PERSON,A1,107,0,2019-12-04 14:32:00,2019,12,Wednesday,14,,DEVONSHIRE ST,42.3560931963323,-71.0573415142196,"(42.3560931963323, -71.0573415142196)"
192097744,3801,,M/V ACCIDENT - OTHER,B2, ,0,2019-12-04 15:31:00,2019,12,Wednesday,15,,"SEAVER ST & HUMBOLDT AVE
ROXBURY  MA 02121
UNITED ",42.3098559954987,-71.0921530076866,"(42.3098559954987, -71.0921530076866)"
192097743,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,162,0,2019-12-04 15:23:00,2019,12,Wednesday,15,,"HERALD ST & SHAWMUT AVE
BOSTON  MA 02118
UNITED ST",42.3468910159366,-71.0658550049538,"(42.3468910159366, -71.0658550049538)"
192097742,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,638,0,2019-12-04 15:25:00,2019,12,Wednesday,15,,"BOYLSTON ST & DANFORTH ST
JAMAICA PLAIN  MA 02130
",42.3169730168415,-71.105378999423,"(42.3169730168415, -71.105378999423)"
192097740,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A1, ,0,2019-12-04 13:46:00,2019,12,Wednesday,13,,"STANIFORD ST & CAMBRIDGE ST
BOSTON  MA 02114
UNITE",42.3611680208508,-71.0637160365064,"(42.3611680208508, -71.0637160365064)"
192097739,3115,,INVESTIGATE PERSON,A1, ,0,2019-12-04 15:34:00,2019,12,Wednesday,15,,FOOD CT,0,0,"(0, 0)"
192097738,2647,,THREATS TO DO BODILY HARM,D14,778,0,2019-11-18 11:10:00,2019,11,Monday,11,,COMMONWEALTH AVE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
192097737,2007,,VIOLATION - RESTRAINING ORDER (NO ARREST),B2,329,0,2019-12-04 14:58:00,2019,12,Wednesday,14,,WASHINGTON ST,42.305766857734,-71.0809751744708,"(42.305766857734, -71.0809751744708)"
192097736,3201,,PROPERTY - LOST/ MISSING,C6,200,0,2019-12-04 07:00:00,2019,12,Wednesday,7,,HARBOR POINT BLVD,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
192097735,3005,,SICK ASSIST,B2,320,0,2019-12-04 14:56:00,2019,12,Wednesday,14,,CHENEY ST,42.309700155938,-71.085824141534,"(42.309700155938, -71.085824141534)"
192097734,3115,,INVESTIGATE PERSON,External, ,0,2019-12-04 14:09:00,2019,12,Wednesday,14,,RUGGLES APT G,0,0,"(0, 0)"
192097733,619,,LARCENY ALL OTHERS,D4,167,0,2019-12-04 15:13:00,2019,12,Wednesday,15,,E BROOKLINE ST,42.3376346124163,-71.0701302397221,"(42.3376346124163, -71.0701302397221)"
192097731,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,171,0,2019-12-02 06:30:00,2019,12,Monday,6,,HARRISON AVE,42.3355595408121,-71.0743636377437,"(42.3355595408121, -71.0743636377437)"
192097728,2647,,THREATS TO DO BODILY HARM,B2,239,0,2019-12-03 16:04:00,2019,12,Tuesday,16,,BELDEN ST,42.3183305604907,-71.0656670944218,"(42.3183305604907, -71.0656670944218)"
192097727,3301,,VERBAL DISPUTE,E5,574,0,2019-11-26 19:30:00,2019,11,Tuesday,19,,FAWNDALE RD,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
192097726,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2019-12-02 17:00:00,2019,12,Monday,17,,BURTON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
192097725,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",D14,796,0,2019-12-04 13:00:00,2019,12,Wednesday,13,,"COMMONWEALTH AVE & HARVARD AVE
BRIGHTON  MA 02134
",42.3505400217143,-71.1310669930218,"(42.3505400217143, -71.1310669930218)"
192097724,2647,,THREATS TO DO BODILY HARM,E13,654,0,2019-12-04 14:23:00,2019,12,Wednesday,14,,POND ST,42.3095373385014,-71.1313405576447,"(42.3095373385014, -71.1313405576447)"
192097723,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,685,0,2019-12-04 00:00:00,2019,12,Wednesday,0,,BRAHMS,0,0,"(0, 0)"
192097722,801,,ASSAULT - SIMPLE,B2,239,0,2019-12-04 13:32:00,2019,12,Wednesday,13,,COLUMBIA RD,42.3174818904145,-71.064507036199,"(42.3174818904145, -71.064507036199)"
192097721,520,,BURGLARY - RESIDENTIAL,E13,651,0,2019-12-04 13:38:00,2019,12,Wednesday,13,,SOUTH ST,42.3027080503603,-71.1144911430967,"(42.3027080503603, -71.1144911430967)"
192097720,1102,,FRAUD - FALSE PRETENSE / SCHEME,B2, ,0,2019-12-04 13:55:00,2019,12,Wednesday,13,,TREMONT ST,42.331535085957,-71.0953464821382,"(42.331535085957, -71.0953464821382)"
192097719,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,355,0,2019-12-04 14:53:00,2019,12,Wednesday,14,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
192097718,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,355,0,2019-12-04 14:00:00,2019,12,Wednesday,14,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
192097717,3301,,VERBAL DISPUTE,C6, ,0,2019-12-04 13:20:00,2019,12,Wednesday,13,,W THIRD ST,42.3373750681659,-71.0464964391336,"(42.3373750681659, -71.0464964391336)"
192097716,1001,,FORGERY / COUNTERFEITING,E5,691,0,2019-11-01 12:00:00,2019,11,Friday,12,,DURANT ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
192097714,1001,,FORGERY / COUNTERFEITING,E5,691,0,2019-12-04 04:30:00,2019,12,Wednesday,4,,HASTINGS ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
192097712,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2019-12-04 12:40:00,2019,12,Wednesday,12,,"TREMONT ST & RUGGLES ST
BOSTON  MA 02120
UNITED ST",42.3345309634573,-71.0895269844243,"(42.3345309634573, -71.0895269844243)"
192097710,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,2019-12-04 13:30:00,2019,12,Wednesday,13,,MASSACHUSETTS AVE & ALBANY ST,42.3335499632722,-71.0734659768754,"(42.3335499632722, -71.0734659768754)"
192097709,3502,,MISSING PERSON - LOCATED,B3,465,0,2019-12-04 07:00:00,2019,12,Wednesday,7,,THEODORE ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
192097708,3005,,SICK ASSIST,C11,381,0,2019-12-04 11:50:00,2019,12,Wednesday,11,,CHICKATAWBUT ST,42.2866563043794,-71.0464000924866,"(42.2866563043794, -71.0464000924866)"
192097707,3803,,M/V ACCIDENT - PERSONAL INJURY,E13, ,0,2019-12-04 13:22:00,2019,12,Wednesday,13,,AMERICAN LEGION HWY,42.2908305881245,-71.0987822328465,"(42.2908305881245, -71.0987822328465)"
192097706,3410,,TOWED MOTOR VEHICLE,C11,358,0,2019-12-04 12:49:00,2019,12,Wednesday,12,,GREENBRIER ST,42.296976082897,-71.0705334689247,"(42.296976082897, -71.0705334689247)"
192097705,3301,,VERBAL DISPUTE,C6,914,0,2019-12-04 13:43:00,2019,12,Wednesday,13,,GENERAL LAWRENCE J LOGAN WAY,42.3277967418001,-71.054356021227,"(42.3277967418001, -71.054356021227)"
192097704,3201,,PROPERTY - LOST/ MISSING,C6,256,0,2019-12-01 03:00:00,2019,12,Sunday,3,,MOUNT VERNON ST,42.3177935424631,-71.0421095881752,"(42.3177935424631, -71.0421095881752)"
192097703,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2019-12-03 15:00:00,2019,12,Tuesday,15,,WILDWOOD ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
192097702,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,171,0,2019-12-04 11:47:00,2019,12,Wednesday,11,,E CONCORD ST,42.3357240262334,-71.0723265061289,"(42.3357240262334, -71.0723265061289)"
192097700,619,,LARCENY ALL OTHERS,B2,611,0,2019-12-04 13:59:00,2019,12,Wednesday,13,,VINING ST,42.3350979034793,-71.1083122201317,"(42.3350979034793, -71.1083122201317)"
192097699,613,,LARCENY SHOPLIFTING,A1,111,0,2019-12-04 10:57:00,2019,12,Wednesday,10,,WASHINGTON ST,42.3527294742853,-71.0625629084842,"(42.3527294742853, -71.0625629084842)"
192097698,3115,,INVESTIGATE PERSON,C11,214,0,2019-12-04 07:30:00,2019,12,Wednesday,7,,HARVELL,42.3386639908356,-71.0506123473923,"(42.3386639908356, -71.0506123473923)"
192097697,2662,,BALLISTICS EVIDENCE/FOUND,B2,282,0,2019-12-04 13:52:00,2019,12,Wednesday,13,,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192097696,1102,,FRAUD - FALSE PRETENSE / SCHEME,B2,282,0,2019-12-04 00:00:00,2019,12,Wednesday,0,,CRAWFORD ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192097695,727,,AUTO THEFT - LEASED/RENTED VEHICLE,A1,167,0,2019-12-02 15:30:00,2019,12,Monday,15,,CHARLES ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
192097694,727,,AUTO THEFT - LEASED/RENTED VEHICLE,D4,167,0,2019-12-02 14:26:00,2019,12,Monday,14,,BOYLSTON ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
192097693,3005,,SICK ASSIST,C11,340,0,2019-12-04 11:25:00,2019,12,Wednesday,11,,DRAPER ST,42.3054071480068,-71.0654713515291,"(42.3054071480068, -71.0654713515291)"
192097692,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,468,0,2019-12-04 09:00:00,2019,12,Wednesday,9,,WELLINGTON HILL ST,42.2803966652394,-71.0947318585724,"(42.2803966652394, -71.0947318585724)"
192097690,1402,,VANDALISM,C6,230,0,2019-12-03 08:30:00,2019,12,Tuesday,8,,M ST,42.3333129403223,-71.0332836000826,"(42.3333129403223, -71.0332836000826)"
192097689,613,,LARCENY SHOPLIFTING,B2,276,0,2019-12-04 12:19:00,2019,12,Wednesday,12,,MELNEA CASS BLVD,42.3333017045223,-71.0818167495313,"(42.3333017045223, -71.0818167495313)"
192097688,3502,,MISSING PERSON - LOCATED,A1,74,0,2019-12-04 11:30:00,2019,12,Wednesday,11,,NEW CHARDON ST,42.362737738099,-71.0608446999969,"(42.362737738099, -71.0608446999969)"
192097687,3005,,SICK ASSIST,A15,38,0,2019-12-04 13:05:00,2019,12,Wednesday,13,,EIGHTH ST,42.3747492064428,-71.0527060487549,"(42.3747492064428, -71.0527060487549)"
192097686,3115,,INVESTIGATE PERSON,C11,334,0,2019-12-04 09:30:00,2019,12,Wednesday,9,,HOWE ST,42.3113618793431,-71.064423104606,"(42.3113618793431, -71.064423104606)"
192097685,3201,,PROPERTY - LOST/ MISSING,D4,623,0,2019-12-04 11:10:00,2019,12,Wednesday,11,,COMMONWEALTH AVE,42.3487757491561,-71.0960680465352,"(42.3487757491561, -71.0960680465352)"
192097684,3410,,TOWED MOTOR VEHICLE,C11, ,0,2019-12-04 12:20:00,2019,12,Wednesday,12,,DORCHESTER AVE,42.3063600683291,-71.0587079924064,"(42.3063600683291, -71.0587079924064)"
192097683,3115,,INVESTIGATE PERSON,E18,521,0,2019-12-04 13:11:00,2019,12,Wednesday,13,,HYDE PARK AVE,42.2546626252317,-71.1243095471452,"(42.2546626252317, -71.1243095471452)"
192097681,3502,,MISSING PERSON - LOCATED,B2,282,0,2019-12-04 00:00:00,2019,12,Wednesday,0,,W COTTAGE ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192097680,3502,,MISSING PERSON - LOCATED,E18,496,0,2019-12-04 12:15:00,2019,12,Wednesday,12,,HYDE PARK AVE,42.2692238817935,-71.1208534731586,"(42.2692238817935, -71.1208534731586)"
192097678,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-12-02 15:00:00,2019,12,Monday,15,,HARRISON AVE,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
192097677,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,60,0,2019-12-04 12:47:00,2019,12,Wednesday,12,,MAIN ST,42.3731792713204,-71.0621243707298,"(42.3731792713204, -71.0621243707298)"
192097675,3114,,INVESTIGATE PROPERTY,E5,735,0,2019-12-04 12:00:00,2019,12,Wednesday,12,,PARK ST,42.2847977871404,-71.1558779667399,"(42.2847977871404, -71.1558779667399)"
192097674,3502,,MISSING PERSON - LOCATED,E13,465,0,2019-12-04 07:50:00,2019,12,Wednesday,7,,CHILD ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
192097673,617,,LARCENY THEFT FROM BUILDING,A1,77,0,2019-11-27 21:00:00,2019,11,Wednesday,21,,PARK PLZ,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
192097672,3006,,SICK/INJURED/MEDICAL - PERSON,C6,195,0,2019-12-04 12:22:00,2019,12,Wednesday,12,,OLD COLONY AVE,42.3339757125034,-71.0546312574489,"(42.3339757125034, -71.0546312574489)"
192097671,3114,,INVESTIGATE PROPERTY,E18,501,0,2019-12-04 10:28:00,2019,12,Wednesday,10,,HYDE PARK AVE,42.284496443121,-71.1188888338969,"(42.284496443121, -71.1188888338969)"
192097668,3005,,SICK ASSIST,D4, ,0,2019-12-04 12:06:00,2019,12,Wednesday,12,,"TREMONT ST & MASSACHUSETTS AVE
BOSTON  MA 02118
UN",42.3392870353762,-71.0803259969287,"(42.3392870353762, -71.0803259969287)"
192097666,3114,,INVESTIGATE PROPERTY,B2,282,0,2019-11-06 12:28:00,2019,11,Wednesday,12,,FRANCIS ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192097664,1107,,FRAUD - IMPERSONATION,D4,130,0,2019-12-04 12:26:00,2019,12,Wednesday,12,,DARTMOUTH ST,42.3489700143075,-71.0768947736744,"(42.3489700143075, -71.0768947736744)"
192097662,3201,,PROPERTY - LOST/ MISSING,C11,355,0,2019-12-01 23:30:00,2019,12,Sunday,23,,MORRISSEY BLVD,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
192097661,3006,,SICK/INJURED/MEDICAL - PERSON,A7, ,0,2019-12-04 11:52:00,2019,12,Wednesday,11,,BORDER ST,42.3809334541943,-71.0402392867101,"(42.3809334541943, -71.0402392867101)"
192097660,724,,AUTO THEFT,A1,120,0,2019-10-03 16:00:00,2019,10,Thursday,16,,PARK PLZ,42.351434825775,-71.069693342756,"(42.351434825775, -71.069693342756)"
192097659,1402,,VANDALISM,B2,282,0,2019-12-04 08:00:00,2019,12,Wednesday,8,,CLIFFORD ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192097657,3005,,SICK ASSIST,D4,139,0,2019-12-04 10:51:00,2019,12,Wednesday,10,,BEACON ST,42.3511814542669,-71.0882412042915,"(42.3511814542669, -71.0882412042915)"
192097656,3501,,MISSING PERSON,B2,355,0,2019-12-04 07:30:00,2019,12,Wednesday,7,,DUDLEY ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
192097653,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,A1,70,0,2019-12-04 11:39:00,2019,12,Wednesday,11,,BEACON ST,42.3567844220832,-71.0667084447692,"(42.3567844220832, -71.0667084447692)"
192097651,613,,LARCENY SHOPLIFTING,A1,93,0,2019-12-04 11:14:00,2019,12,Wednesday,11,,FANEUIL HALL MARKETPLACE,42.3599796722636,-71.0547413455264,"(42.3599796722636, -71.0547413455264)"
192097650,3801,,M/V ACCIDENT - OTHER,E13,652,0,2019-12-04 11:25:00,2019,12,Wednesday,11,,"SOUTH ST & WASHINGTON ST
JAMAICA PLAIN  MA 02130
U",42.3009959710715,-71.1146089514161,"(42.3009959710715, -71.1146089514161)"
192097648,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2019-11-29 00:00:00,2019,11,Friday,0,,GIBSON ST,42.3071009577076,-71.0766600256996,"(42.3071009577076, -71.0766600256996)"
192097645,3201,,PROPERTY - LOST/ MISSING,D4,282,0,2019-12-04 00:00:00,2019,12,Wednesday,0,,HARRISON AVE,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192097644,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),D4,627,0,2019-12-04 10:45:00,2019,12,Wednesday,10,,BOYLSTON ST,42.3441262779061,-71.0994277699999,"(42.3441262779061, -71.0994277699999)"
192097643,3201,,PROPERTY - LOST/ MISSING,A7,26,0,2019-12-04 11:25:00,2019,12,Wednesday,11,,HAVRE ST,42.3714249938842,-71.0397132861059,"(42.3714249938842, -71.0397132861059)"
192097642,3801,,M/V ACCIDENT - OTHER,C6, ,0,2019-12-04 10:27:00,2019,12,Wednesday,10,,COSTELLO CIR,42.3397109593033,-71.0532116252126,"(42.3397109593033, -71.0532116252126)"
192097641,3130,,SEARCH WARRANT,E5,681,0,2019-12-04 11:45:00,2019,12,Wednesday,11,,WASHINGTON ST,42.2807561729584,-71.1342363143044,"(42.2807561729584, -71.1342363143044)"
192097640,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,29,0,2019-12-04 00:00:00,2019,12,Wednesday,0,,CHELSEA ST,42.3702487972248,-71.0383800166882,"(42.3702487972248, -71.0383800166882)"
192097638,3006,,SICK/INJURED/MEDICAL - PERSON,C11,388,0,2019-12-04 10:28:00,2019,12,Wednesday,10,,BUTLER ST,42.273926738475,-71.0644763651099,"(42.273926738475, -71.0644763651099)"
192097637,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,270,0,2019-12-04 10:03:00,2019,12,Wednesday,10,,HARRISON AVE,42.3335499632722,-71.0734659768754,"(42.3335499632722, -71.0734659768754)"
192097636,3006,,SICK/INJURED/MEDICAL - PERSON,E18,512,0,2019-12-04 10:27:00,2019,12,Wednesday,10,,FAIRMOUNT AVE,42.2516969723944,-71.1173813454298,"(42.2516969723944, -71.1173813454298)"
192097635,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A1, ,0,2019-12-04 10:54:00,2019,12,Wednesday,10,,"LINCOLN ST & KNEELAND ST
BOSTON  MA 02111
UNITED S",42.3499469577346,-71.0589209472515,"(42.3499469577346, -71.0589209472515)"
192097634,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,520,0,2019-12-04 11:00:00,2019,12,Wednesday,11,,ESTABROOK RD,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
192097632,3201,,PROPERTY - LOST/ MISSING,D4,282,0,2019-11-29 00:00:00,2019,11,Friday,0,,SPEARE PL,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
192097630,2610,,TRESPASSING,E18, ,0,2019-12-04 10:15:00,2019,12,Wednesday,10,,MEADOW RD,42.2330857971943,-71.1281569735316,"(42.2330857971943, -71.1281569735316)"
